,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,knn,acute-inflammations,5,0.459,0.09
1,knn,acute-inflammations,20,0.477,0.098
2,knn,acute-inflammations,40,0.462,0.042
3,knn,autism-adolescent,5,0.433,0.065
4,knn,autism-adolescent,20,0.41,0.033
5,knn,autism-adolescent,40,0.396,0.039
6,knn,autism-adult,5,0.356,0.048
7,knn,autism-adult,20,0.38,0.045
8,knn,autism-adult,40,0.377,0.031
9,knn,autism-child,5,0.423,0.048
10,knn,autism-child,20,0.438,0.032
11,knn,autism-child,40,0.428,0.039
12,knn,bank-marketing,5,0.348,0.03
13,knn,bank-marketing,20,0.388,0.044
14,knn,bank-marketing,40,0.387,0.046
15,knn,bc-coimbra,5,0.166,0.069
16,knn,bc-coimbra,20,0.208,0.085
17,knn,bc-coimbra,40,0.214,0.063
18,knn,blood-transfusion,5,0.049,0.052
19,knn,blood-transfusion,20,0.108,0.074
20,knn,blood-transfusion,40,0.131,0.047
21,knn,contraceptive-methods,5,0.275,0.079
22,knn,contraceptive-methods,20,0.279,0.034
23,knn,contraceptive-methods,40,0.285,0.014
24,knn,diabetic,5,0.375,0.073
25,knn,diabetic,20,0.387,0.072
26,knn,diabetic,40,0.322,0.104
