Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,target
0.63684195,0.48738396,0.5616077,0.62994325,0.41660887,0.43165463,0.43167028,0.35410324,0.34700313,0.39419794,0.30081302,0.50188684,0.84057134,0
0.90000004,0.2549407,0.6034244,0.9835898,0.42280748,0.6115108,0.6334057,1.1346154,0.66246057,0.37713307,0.3821138,0.4377359,0.7017959,0
0.80263156,0.28260872,0.49426213,0.64445615,0.3445652,0.68345326,0.6225597,0.042483237,0.7097792,0.556314,0.34146345,0.53962266,1.0258775,0
0.6052632,0.27075097,0.5561497,0.6311652,0.45326084,0.5215827,0.46420828,0.88461536,0.23659308,0.5392491,0.4065041,0.49433967,0.83240813,0
0.78157896,0.29249012,0.56684494,0.5418994,0.54021734,0.5035971,0.51409984,0.94230765,0.39747638,0.4453925,0.23577242,0.4075472,0.80791837,0
0.65789455,0.9505376,0.28430504,0.5418994,0.4858696,0.557554,0.57049894,1.0769231,0.318612,0.47952217,0.28455287,0.37735847,0.6854693,0
0.7526316,0.43165493,0.6046014,0.79353565,0.4097826,0.68345326,0.6854664,0.9230769,0.362776,0.6587031,0.36585367,0.47169814,1.1344489,0
0.60789484,0.5256917,0.6859191,0.6595744,0.4967391,0.46762592,0.49023864,0.5323732,0.29968452,0.35153583,0.34291434,0.67547166,0.45281637,0
0.8763158,0.8265665,0.65240633,0.5510361,0.61195654,0.5755396,0.5206074,0.20672792,0.4384858,0.39846414,0.25203258,0.8075472,0.4002449,0
0.57894725,0.6640316,0.8502674,0.46368712,0.35108703,0.36330938,0.3557484,-1.3681474,0.40063095,0.3003413,0.20325206,0.735849,0.39208162,0
0.6263158,0.28063244,0.582644,0.63918674,0.3336956,0.43525177,0.4577007,0.23310734,0.30914828,0.3317925,0.26829273,0.9169811,0.6079183,0
0.6133603,0.41939828,0.5137647,0.6229483,0.2684782,0.38848925,0.34707156,0.3454276,0.23659308,0.38298866,0.25203258,0.77735853,0.59159184,0
0.6129538,0.05404474,0.99972326,1.0670391,0.7467391,0.68345326,0.4598699,1.0265596,0.3943218,1.3888485,0.43089432,0.7283019,0.5671021,1
0.62999076,0.68788487,0.5084749,0.5977654,0.3336956,0.71223027,0.29718006,0.6223366,0.29652998,0.9156775,0.17073171,0.5886793,0.48628575,1
0.36503363,0.284585,0.65637565,0.71933156,0.29673916,0.5612634,0.41670278,0.9615384,0.16464162,0.56481624,0.36585367,0.5722112,0.3508604,1
0.6052632,0.8434135,0.55458516,0.73800534,0.3168279,0.19784178,0.27331886,0.5318183,0.23659308,0.3088737,0.33333337,0.34339628,0.43169948,1
0.47966424,0.48418975,0.6256684,0.43016762,0.45978266,0.7009286,0.28890893,1.1346154,0.36617815,0.5620752,0.6137361,0.35849056,0.377865,1
0.24898583,0.9463252,0.4437249,0.656002,0.72065216,0.47456115,0.23427331,0.9807692,0.6466877,0.69554704,0.22764228,0.21496111,0.37575507,1
0.17318761,0.6778656,0.71657753,0.70949715,0.3402174,0.51438844,0.38611713,1.1346154,0.39116722,0.0007734032,0.33333337,0.5886793,0.07484155,1
0.42651543,0.4376115,0.557721,0.4860335,0.5290691,0.36690652,0.32321042,0.88461536,0.24171716,0.24285196,0.48780495,0.5849056,0.321407,1
0.52368444,0.27075097,0.6096257,0.47486025,0.74525505,0.2877698,0.38177875,0.1825484,0.33438486,0.13054551,0.3089431,0.5924529,0.34636736,1
0.2914085,0.45499316,0.775401,0.76536304,0.6187991,0.21582736,0.11142976,1.0769231,0.16872312,0.51499,0.43089432,0.43396232,0.2777959,1
0.6105265,0.6758893,0.67379665,0.6815643,0.073886886,0.5141594,0.28475767,1.4807693,0.28706625,0.32593855,0.80720985,0.4569717,0.21344274,1
0.5211952,0.39240816,0.81283414,0.89509284,0.4784331,0.2877698,0.31236443,0.75967205,0.51735014,0.503,0.62218237,0.56981134,0.29857746,1
0.44206527,0.5521569,0.631016,0.7620635,0.3184783,0.2877698,0.2537961,0.68804324,0.23659308,0.44018582,0.36585367,0.6,0.18775432,1
0.3127475,0.65490675,0.66844916,0.6983239,0.50411034,0.3556258,0.19956619,1.1346154,0.2681388,0.48606035,0.44715446,0.4742714,0.030817406,1
0.57894725,0.46837944,0.87700534,0.5977654,0.28586966,0.69754606,0.40654367,1.3269231,0.18942289,0.3088737,0.7031625,0.5685167,0.30194074,2
0.69210523,0.4189723,0.6898395,0.5418994,0.26036152,0.6409903,0.39458558,1.0192308,0.28040186,0.39419794,0.6614988,0.6312467,0.4002449,2
0.73421043,0.5395257,0.88770056,0.73743016,0.29673916,0.5622688,0.45182893,1.2692308,0.2494938,0.28754267,0.7427557,0.6302349,0.34844616,2
0.76052636,0.8913043,0.6898395,0.5418994,0.38115993,0.21582736,-0.026020806,1.2115384,0.14150597,0.29180884,0.7260836,0.5856559,-0.020678487,2
0.7476999,0.5612649,0.6096257,0.4581005,0.45326084,0.7291768,0.38476223,0.56926626,0.5106465,0.6168942,0.5040496,0.62033063,0.46097958,2
0.41890153,0.5,0.58288765,0.5977654,0.3445652,0.4493958,0.37542012,1.1346154,0.26387545,0.2576792,0.54344344,0.4625178,0.44057143,2
0.8289475,0.90909094,0.6256684,0.5418994,0.16417077,0.65170574,0.37130922,1.0769231,0.31269434,0.33447096,0.6182554,0.58733153,0.27902386,2
0.563158,0.8241106,0.7593583,0.62569827,0.47642627,0.63999116,0.30181304,1.2115384,0.38329458,0.5691126,0.5687565,0.40094662,0.2737143,2
0.6815788,0.5533597,0.7058823,0.62569827,0.31364208,0.6304974,0.30354038,1.173077,0.33516848,0.6348123,0.6795403,0.52526385,0.29412246,2
0.618421,0.68379444,0.6951871,0.62569827,0.47065216,0.64570373,0.3085078,0.9615384,0.470692,0.71843004,0.5555494,0.51104623,0.21889266,2
