Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,target
0.5710525,0.27075097,0.9926875,0.49999997,0.2424657,0.4310345,0.4156118,0.8490566,0.29968452,0.15427461,0.23931625,0.8241759,0.40420827,0
0.45263165,0.31818178,0.8342246,0.7577319,0.62602735,0.46551728,0.43037975,1.2075472,0.38170344,-1.5520092,0.2478632,0.5970697,0.39350924,0
0.5421054,0.26284584,0.6362104,0.5608735,0.38949704,0.5413793,0.4852321,0.9622642,0.56280017,0.40638298,0.5859421,0.6043957,0.6538516,0
0.5184211,0.2529644,0.57754016,0.27014923,0.21506843,0.38620692,0.32700425,0.83018863,0.4263809,0.31595746,0.6079589,0.43956044,0.71804565,0
0.668421,0.28853756,0.6096257,0.46907207,0.39315066,0.5758621,0.49156117,1.018868,0.33123028,0.3744681,0.35042736,0.67032975,0.45413694,0
0.70789474,0.24505928,0.6149732,0.46927384,0.2424657,0.47241384,0.35654008,0.8113208,0.40063095,0.39574468,0.54163724,0.73992676,0.53972894,0
0.6315791,0.82839084,0.5561497,0.62886596,0.31095883,0.59310347,0.5506329,0.86792445,0.5268139,0.50212765,0.2991453,0.41758242,0.71804565,0
0.5921051,0.24110672,0.7534707,0.45360824,0.37945196,0.5448276,0.5379747,0.71867234,0.39116722,0.6297872,0.48559567,0.47985354,0.88209695,0
0.618421,0.27470356,0.8527119,0.8300802,0.3520548,0.39310348,0.43248945,1.1132076,0.39747638,0.3042553,0.33333334,0.47619048,0.50763196,0
0.6394736,1.0710518,0.5561497,0.4742268,0.73561645,0.5758621,0.443038,1.264151,1.2203137,0.47021276,0.35042736,0.52380955,0.6823823,0
0.57368416,0.2687747,0.5294118,0.49322075,0.4342465,0.48791033,0.39873418,0.86792445,0.58028275,0.3425532,0.6833131,0.47619048,0.58252496,0
0.56578964,0.27075097,0.7186189,0.52577317,0.29726025,0.4896552,0.49367088,0.8113208,0.362776,0.43829787,0.6023186,0.6959707,0.45770326,0
0.4485934,0.243083,0.83422446,0.80927837,0.2466982,0.28106484,0.4868552,1.0754716,0.39975435,0.49886045,0.4444444,0.6007326,0.28474215,1
0.57572484,0.24635704,0.5801635,0.55154645,0.39276537,0.43793106,0.34810126,0.60504305,0.39116716,0.6014054,0.6495726,0.6520147,0.28651926,1
0.54216045,0.13887352,0.5282676,0.65463924,0.5063228,0.5241379,0.32700422,0.60749364,0.4006309,0.61824185,0.7094017,0.82051283,0.27384022,1
0.39554036,0.27470356,0.67379665,0.6389291,0.22964537,0.0715579,0.2737061,1.3018868,0.46763894,0.54928166,0.68891007,0.6983056,0.21602927,1
0.39505175,0.5296577,0.72727275,0.6030928,0.21265462,0.07296886,0.30133507,1.264151,0.47734246,0.2787234,0.5041802,0.72299695,0.10844092,1
0.51578945,0.6588651,0.64171124,0.5360825,0.15260328,-0.1328138,0.19875608,1.4150944,0.6005794,0.52266693,0.5466145,0.6995767,0.08297556,1
0.4796183,0.472332,0.6203208,0.62001306,0.21010843,0.40344828,0.33966246,0.7924528,0.40378553,0.39515695,0.26495728,0.6336997,0.4252019,1
0.5174713,0.3063241,0.65240633,0.47631997,0.27808222,0.6,0.34177217,0.24451672,0.20993316,0.47283068,0.2735043,0.5091576,0.4833288,1
0.75126755,0.99458176,0.6096257,0.79193395,1.1465752,0.42068964,0.34388188,0.92452836,0.81072557,0.41945097,0.2735043,0.8831916,0.4698288,1
0.600463,0.48454845,0.57754016,0.54639184,0.77123296,0.44444087,0.2243828,0.4462506,0.4574132,0.6378512,0.60683763,0.47252747,0.24728958,1
0.34377614,0.60931,0.7158406,0.7267596,0.31078622,0.43793106,0.39240506,0.86792445,0.33438486,0.5152581,0.33333334,0.42857143,0.3486842,1
0.7813439,-0.039581437,0.64323366,0.9498012,0.6602539,0.9793103,0.7827005,0.40907252,0.58044165,0.31063828,0.68376064,0.6593407,0.27225393,1
0.41052645,0.5395257,0.6149732,0.8826172,0.35814092,0.5413793,0.4957806,1.1698114,0.66246057,0.6621957,0.4957265,0.46153846,0.3706437,1
0.5559849,-0.15746267,0.5598519,0.61331034,0.26438364,0.5344827,0.4493671,0.7039431,0.40694004,0.63690984,0.8803419,0.7289378,0.30791727,1
0.72894734,0.52964425,0.83422446,0.7061856,0.620548,0.4511422,0.59213185,0.6392813,0.52084726,0.81063825,0.34693596,0.6862279,0.43591553,2
0.5421054,0.44071144,0.7593583,0.6030928,0.46986303,0.2430482,0.36087584,0.77358496,0.44158798,1.0446808,0.48933172,0.6357576,0.3619396,2
0.6263158,0.28853756,0.90374327,0.7835052,0.5246576,0.40360862,0.6105541,0.8113208,0.4207332,0.65106386,0.4449706,0.7080227,0.38549656,2
0.5000002,0.4466403,0.7752816,0.6002014,0.27808222,0.43750304,0.44349727,0.6537291,0.55520505,0.9510638,0.2735043,0.7428954,0.28295293,2
