Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,target
0.5131578,-0.048701186,0.631016,0.5213556,0.4315217,0.45517242,0.43037975,1.02,0.17066833,0.3088737,0.25203258,0.44322345,0.4291726,0
0.48199528,-0.07033306,0.5545846,0.4390512,0.30108696,0.40344828,0.37763715,0.52257645,0.25435546,0.27901024,0.2764228,0.57843566,0.5896576,0
0.42564064,-0.053574152,0.6212177,0.57161355,0.30108696,0.38620692,0.42194095,0.66288745,0.22996517,0.28018904,0.32520324,0.41025648,0.52902997,0
0.9184212,0.69246435,0.775401,0.56368047,0.62717384,0.59310347,0.5063291,0.5848921,0.4773519,0.35153583,0.08943088,0.71794873,0.34400854,0
0.74473685,0.03600996,0.66844916,0.3579013,0.5076087,0.6448276,0.5590717,1.02,0.5679442,0.4394198,0.13821135,0.66300374,0.36897287,0
0.5473682,0.6619144,0.7831418,0.7310048,0.6890318,0.40344828,0.43037975,0.3451556,0.26829273,0.28156996,0.10569106,0.52380955,0.53972894,0
0.67105263,0.2647658,0.5920811,0.72204536,0.3336956,0.6793103,0.61603373,0.39838278,0.3449478,0.37969282,0.08130081,0.7289378,0.58252496,0
0.6605262,0.6904277,0.65775394,0.6474788,0.36195654,0.4689656,0.41983125,0.8479802,0.33101046,0.28839588,0.66307765,0.52380955,0.2869472,0
0.34302554,0.24032584,0.5842462,0.66836154,0.39891297,0.59310347,0.4978903,0.32203877,0.4599303,0.34641638,0.08130081,0.6520147,0.43273893,0
0.7578947,0.5804481,0.59121406,0.4099468,0.44239122,0.5413793,0.42405066,0.48275155,0.5430227,0.36348122,0.6319148,0.64468867,0.5718259,0
0.80263156,0.6109979,0.506197,0.56017023,0.3445652,0.6793103,0.5337553,0.3586045,0.5156795,0.33447096,0.21138214,0.68498176,0.56112695,0
0.67631596,-0.33186835,0.57649434,0.46317393,0.3336956,0.6275862,0.5801688,0.45278457,0.49825788,0.43686008,0.10569106,0.64468867,0.50406563,0
0.4921052,0.04448894,0.58730614,0.53293514,0.47839224,0.50930524,0.35452223,0.6297243,0.40127948,0.43165487,0.21138214,0.43956044,0.29859006,1
0.62191355,0.37881875,0.74866307,0.55154634,0.30760878,0.4413793,0.31012657,1.02,0.3306624,0.437264,0.5510932,0.66300374,0.1748404,1
0.48642078,-0.039972585,0.5560409,0.4742268,0.36592853,0.42068964,0.22590202,1.08,0.24738677,0.41326326,0.13008128,0.54181147,-0.019649325,1
0.46842116,0.09919682,0.61018074,0.52577317,0.319549,0.48518056,0.32252327,0.98,0.26829273,0.47268307,0.21138214,0.73260075,0.28124106,1
0.6754783,0.3991853,0.6470587,0.6030928,0.26399538,0.21624225,0.11456785,1.66,0.24738677,0.69766533,0.5683109,0.6336997,-0.27416113,1
0.55007106,-0.03572704,0.5928631,0.44845358,0.3187405,0.39092675,0.29324895,1.08,0.3205575,0.3587438,0.17886178,0.5860806,-0.05226022,1
0.52368444,-0.099234566,0.65240633,0.62886596,0.4424688,0.3897666,0.25112775,1.3,0.3205575,0.63853705,0.08130081,0.50505024,-0.2689193,1
0.7329696,0.47689784,0.60197043,0.44845358,0.24239129,0.37241375,0.29535866,1.12,0.4773519,0.43969303,0.61297405,0.53113556,0.132248,1
0.4413772,-0.15865436,0.87700534,0.49999997,0.2641304,0.5034483,0.4810127,0.5305318,0.6202091,0.37187797,0.14634149,0.6190477,0.2869472,1
0.8012739,0.64154786,0.52630645,0.4742268,0.4054348,0.65517247,0.40928268,0.45373148,0.99999994,0.8211981,0.6965111,0.45421246,0.5367823,1
0.4710526,0.37474543,0.59358287,0.55154634,0.4755276,0.43793106,0.34388188,0.59129566,0.5430894,0.2977229,0.09756099,0.44322345,0.0240924,1
0.59692776,0.42566192,0.9946524,0.49999997,0.36195654,0.32952538,0.29324895,1.54,0.14898267,0.24061432,0.36585367,0.44777352,0.23487873,1
0.5238702,0.052967504,0.7700534,0.55154634,0.45798278,0.41379315,0.28902954,1.1800001,0.25435546,0.42368248,0.26016265,0.5786162,-0.067282416,1
0.46219742,-0.09756769,0.7700534,0.62886596,0.458046,0.4413793,0.34810126,1.2,0.20190717,0.3799639,0.12195121,0.5934066,-0.19709617,1
0.63234276,0.65987784,0.7058823,0.55154634,0.4185238,0.35172415,0.14462925,1.34,0.36686993,0.5691126,0.614384,0.51001203,-0.05116023,2
0.7789473,0.5437882,0.7914438,0.49999997,0.4054348,0.58276165,0.33009472,1.34,0.28216335,0.41808873,0.14634149,0.56414086,0.2869472,2
0.55789465,0.5458248,0.81283414,0.6030928,0.39456528,0.18134719,0.15787666,1.54,0.18006273,0.39249146,0.58296615,0.45868146,-0.1826115,2
0.58684224,0.5824847,0.6898395,0.6350369,0.39456528,0.42602402,0.33316487,1.14,0.19695139,0.3668942,0.6342867,0.50444484,0.28338087,2
0.80263156,0.4419552,0.66310155,0.6030928,0.3825846,0.4321013,0.30976975,1.16,0.44575775,0.73378843,0.6807118,0.48866034,0.24058487,2
0.7894737,0.7678207,0.64171124,0.62886596,0.20960079,0.3499094,0.2639967,1.38,0.3023846,0.48122865,0.77284735,0.53317076,0.02919521,2
0.7157895,0.6334012,0.82352936,0.6546391,0.44891304,0.26161087,0.12980214,1.2,0.26132408,0.827645,0.7894929,0.6335083,0.2976462,2
0.5499999,0.56619143,0.66310155,0.4742268,0.49673492,0.22252722,0.042424053,1.14,0.4618812,0.7918089,0.64599115,0.40794164,0.29051355,2
0.74999994,0.4052953,0.8716577,0.73195875,0.37717384,0.42359695,0.3944445,1.12,0.2891986,0.6552901,0.7271218,0.5939856,0.3368759,2
