Position,Oral,Written,Combine,Race_B,Race_H,Race_W,target
1.0,0.8775510204081631,0.6606365730864409,1.0,0.0,1.0,1.0,1
1.0,0.6122448979591837,0.6542367096168612,1.0,1.0,0.0,1.0,1
1.0,0.8163265306122449,0.6435702705008958,1.0,1.0,0.0,1.0,1
1.0,0.5510204081632653,0.640754330574281,1.0,1.0,0.0,1.0,1
1.0,0.6326530612244898,0.6386210427510878,1.0,0.0,0.0,1.0,1
0.0,0.7551020408163265,0.6229200443723867,1.0,0.0,1.0,1.0,1
1.0,0.7454350161117077,0.6115709531529993,1.0,0.0,1.0,1.0,1
0.0,0.693877551020408,0.6058537417868416,1.0,1.0,1.0,1.0,1
1.0,0.7454350161117077,0.5845208635549107,1.0,0.0,1.0,1.0,1
1.0,0.5714285714285714,0.7040366296747071,1.0,0.0,0.0,1.0,1
1.0,0.6122448979591837,0.7040366296747071,1.0,0.0,1.0,1.0,1
1.0,0.7454350161117077,0.7040366296747071,1.0,0.0,1.0,1.0,0
1.0,0.7454350161117077,0.7040366296747071,1.0,1.0,1.0,1.0,0
1.0,0.7454350161117077,0.7040366296747071,1.0,1.0,1.0,1.0,0
1.0,0.7454350161117077,0.7040366296747071,1.0,0.0,1.0,1.0,0
1.0,0.7454350161117077,0.7040366296747071,1.0,0.0,1.0,1.0,0
1.0,0.7454350161117077,0.7040366296747071,1.0,1.0,1.0,1.0,0
1.0,0.7454350161117077,0.7040366296747071,1.0,1.0,1.0,1.0,0
1.0,0.7454350161117077,0.7040366296747071,1.0,0.0,1.0,1.0,0
1.0,0.7454350161117077,0.7040366296747071,1.0,0.0,1.0,1.0,0
1.0,0.7454350161117077,0.7040366296747071,1.0,0.0,1.0,1.0,0
1.0,0.7454350161117077,0.7040366296747071,1.0,1.0,1.0,1.0,0
1.0,0.7454350161117077,0.7040366296747071,1.0,0.0,0.0,1.0,0
