V1,V2,V3,V4,V5,target
0.4824462558548711,0.7746642336985967,0.6990143536862321,0.6330956115231817,0.3769482457215842,0
0.5482201517290373,0.5477577887995951,0.6990143536862321,0.5676730857106499,0.5191242061563207,0
0.5953029715550201,0.6064628979614479,0.6990143536862321,0.7171040263992041,0.48756759762752966,0
0.5755256197582802,0.6745701332085821,0.6633160958417554,0.5058070006478332,0.48756759762752966,0
0.41087686204641666,0.5614702351259169,0.6990143536862321,0.6330956115231817,0.48756759762752966,0
0.44370791199112497,0.8007217752233469,0.6990143536862321,0.48373837370722567,0.4201211563139151,0
0.80923065138315,0.6064628979614479,0.6990143536862321,0.6330956115231817,0.48756759762752966,0
0.5755256197582802,0.6064628979614479,0.6990143536862321,0.6330956115231817,0.48756759762752966,0
0.5755256197582802,0.7319457737721586,0.6990143536862321,0.6330956115231817,0.48756759762752966,0
0.7869919752368937,0.6064628979614479,0.6990143536862321,0.6330956115231817,0.48756759762752966,0
0.5755256197582802,0.6064628979614479,0.7898217658235511,0.6330956115231817,0.48756759762752966,0
0.7016657601727692,0.6064628979614479,0.6990143536862321,0.6330956115231817,0.3868205029005993,0
0.5892687980659886,0.6064628979614479,0.8216333314107539,0.6330956115231817,0.48756759762752966,0
0.41610864795178226,0.724114160542477,0.6502996183526123,0.6330956115231817,0.48756759762752966,0
0.5273367800804399,0.6064628979614479,0.6990143536862321,0.6330956115231817,0.48756759762752966,0
0.5755256197582802,0.6064628979614479,0.6990143536862321,0.576935618680734,0.5644294402609511,0
0.5755256197582802,0.6211718345358942,0.6990143536862321,0.6330956115231817,0.48756759762752966,0
0.5755256197582802,0.6064628979614479,0.7035605373910695,0.6330956115231817,0.48756759762752966,0
0.5755256197582802,0.5497858423217103,0.6140096710048784,0.4927091648157146,0.4301844507109721,0
0.5755256197582802,0.6064628979614479,0.5729430042399328,0.6330956115231817,0.48756759762752966,0
0.7070868302851183,0.6064628979614479,0.6990143536862321,0.6330956115231817,0.48756759762752966,0
0.5755256197582802,0.6064628979614479,0.6229999721748078,0.76106269232549,0.48756759762752966,0
0.6378188662526667,0.6064628979614479,0.6990143536862321,0.6330956115231817,0.48756759762752966,0
0.5755256197582802,0.6064628979614479,0.6386410470969941,0.7780507811596216,0.48756759762752966,0
0.4048740387541669,0.5872947630720319,0.597066524506347,0.6330956115231817,0.48756759762752966,0
0.4755597119212673,0.5903130497151327,0.6990143536862321,0.6330956115231817,0.48756759762752966,0
0.5755256197582802,0.6064628979614479,0.8555933335262056,0.6172570914601698,0.48756759762752966,0
0.6424718565438656,0.6064628979614479,0.6990143536862321,0.6330956115231817,0.3493095272646727,0
0.4049663148050713,0.6064628979614479,0.7379108292883919,0.6330956115231817,0.4433814758127823,0
0.649899043493666,0.6064628979614479,0.6990143536862321,0.6330956115231817,0.48756759762752966,0
