,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,softImpute,acute-inflammations,5,0.454,0.125
1,softImpute,acute-inflammations,20,0.369,0.118
2,softImpute,acute-inflammations,40,0.428,0.103
3,softImpute,autism-adolescent,5,0.424,0.172
4,softImpute,autism-adolescent,20,0.463,0.107
5,softImpute,autism-adolescent,40,0.477,0.105
6,softImpute,autism-adult,5,0.389,0.054
7,softImpute,autism-adult,20,0.399,0.058
8,softImpute,autism-adult,40,0.406,0.06
9,softImpute,autism-child,5,0.418,0.036
10,softImpute,autism-child,20,0.475,0.044
11,softImpute,autism-child,40,0.52,0.057
12,softImpute,bank-marketing,5,0.361,0.017
13,softImpute,bank-marketing,20,0.359,0.015
14,softImpute,bank-marketing,40,0.356,0.03
15,softImpute,bc-coimbra,5,0.191,0.086
16,softImpute,bc-coimbra,20,0.215,0.073
17,softImpute,bc-coimbra,40,0.233,0.122
18,softImpute,blood-transfusion,5,0.089,0.064
19,softImpute,blood-transfusion,20,0.089,0.047
20,softImpute,blood-transfusion,40,0.133,0.074
21,softImpute,contraceptive-methods,5,0.343,0.048
22,softImpute,contraceptive-methods,20,0.388,0.085
23,softImpute,contraceptive-methods,40,0.408,0.117
24,softImpute,diabetic,5,0.358,0.102
25,softImpute,diabetic,20,0.493,0.091
26,softImpute,diabetic,40,0.337,0.046
27,softImpute,echocardiogram,5,0.248,0.17
28,softImpute,echocardiogram,20,0.299,0.077
29,softImpute,echocardiogram,40,0.323,0.037
30,softImpute,fertility,5,0.339,0.052
31,softImpute,fertility,20,0.439,0.127
32,softImpute,fertility,40,0.44,0.101
33,softImpute,german-credit,5,0.33,0.028
34,softImpute,german-credit,20,0.327,0.013
35,softImpute,german-credit,40,0.324,0.007
36,softImpute,haberman,5,0.245,0.04
37,softImpute,haberman,20,0.222,0.077
38,softImpute,haberman,40,0.238,0.081
39,softImpute,hcv-egyptian,5,0.32,0.022
40,softImpute,hcv-egyptian,20,0.356,0.016
41,softImpute,hcv-egyptian,40,0.384,0.023
42,softImpute,heart-cleveland,5,0.315,0.056
43,softImpute,heart-cleveland,20,0.274,0.029
44,softImpute,heart-cleveland,40,0.297,0.032
45,softImpute,hepatitis,5,0.502,0.09
46,softImpute,hepatitis,20,0.45,0.033
47,softImpute,hepatitis,40,0.494,0.105
48,softImpute,iris,5,0.179,0.15
49,softImpute,iris,20,0.232,0.063
50,softImpute,iris,40,0.306,0.069
51,softImpute,liver,5,0.131,0.063
52,softImpute,liver,20,0.147,0.071
53,softImpute,liver,40,0.196,0.096
54,softImpute,mathernal-risk,5,0.214,0.059
55,softImpute,mathernal-risk,20,0.201,0.032
56,softImpute,mathernal-risk,40,0.257,0.104
57,softImpute,npha,5,0.372,0.064
58,softImpute,npha,20,0.405,0.058
59,softImpute,npha,40,0.478,0.039
60,softImpute,parkinsons,5,66.213,59.836
61,softImpute,parkinsons,20,65.878,58.459
62,softImpute,parkinsons,40,68.946,57.907
63,softImpute,phoneme,5,0.318,0.065
64,softImpute,phoneme,20,0.305,0.018
65,softImpute,phoneme,40,0.334,0.07
66,softImpute,pima-diabetes,5,0.196,0.034
67,softImpute,pima-diabetes,20,0.189,0.032
68,softImpute,pima-diabetes,40,0.209,0.05
69,softImpute,proba_football,5,0.145,0.015
70,softImpute,proba_football,20,0.155,0.023
71,softImpute,proba_football,40,0.162,0.042
72,softImpute,ricci,5,0.399,0.066
73,softImpute,ricci,20,0.391,0.083
74,softImpute,ricci,40,0.434,0.084
75,softImpute,sa-heart,5,0.217,0.042
76,softImpute,sa-heart,20,0.218,0.032
77,softImpute,sa-heart,40,0.261,0.028
78,softImpute,thoracic-surgery,5,0.286,0.054
79,softImpute,thoracic-surgery,20,0.291,0.055
80,softImpute,thoracic-surgery,40,0.294,0.067
81,softImpute,thyroid-recurrence,5,0.226,0.043
82,softImpute,thyroid-recurrence,20,0.282,0.053
83,softImpute,thyroid-recurrence,40,0.305,0.022
84,softImpute,wine,5,0.198,0.027
85,softImpute,wine,20,0.212,0.046
86,softImpute,wine,40,0.235,0.043
