sepal_length,sepal_width,petal_length, petal_width,target
0.30555555,0.50000006,0.43905696,0.20221816,0
0.24999997,0.29166666,0.41444656,0.21790157,0
0.19444439,0.37500003,0.36628985,0.13199529,0
0.16666672,0.33333328,0.34893912,0.118067935,0
0.27777788,0.5416667,0.41497874,0.15926522,0
0.3888888,0.6666667,0.5019793,0.24999999,0
0.16666672,0.4583334,0.33884788,0.07452951,0
0.27777788,0.4583334,0.42170623,0.18829079,0
0.111111015,0.25000003,0.3142374,0.0902128,0
0.24999997,0.33333328,0.41108274,0.20338869,0
0.8333335,0.62500006,0.6779661,0.6666667,1
0.6666666,0.62500006,0.8229634,0.7083333,1
0.8055556,0.5833333,0.71186435,0.55001587,1
0.24999997,-1.9868216e-08,0.43799296,0.3194914,1
0.69444454,0.45833328,0.73242503,0.6148956,1
0.30555555,0.45833328,0.44242072,0.216731,1
0.63888884,0.6666667,0.8575115,0.74999994,1
0.08333334,0.29166666,0.29015908,0.047259726,1
0.7222223,0.50000006,0.7497758,0.628823,1
0.16666672,0.41666666,0.3422116,0.0890423,1
0.47222218,0.6666667,0.93803394,0.875,2
0.33333334,0.41666666,0.46649912,0.2596842,2
0.86111116,0.5416667,0.779661,0.6547098,2
0.47222218,0.50000006,0.5633444,0.37285998,2
0.5277778,0.5416667,0.6014099,0.41522792,2
0.91666675,0.5416667,0.89830506,0.8233678,2
0.08333334,0.33333328,0.28679532,0.032746922,2
0.91666675,0.50000006,0.84745765,0.7594037,2
0.5833334,0.33333328,0.6596579,0.54467267,2
0.88888884,0.79166657,0.81355935,0.875,2
