sepal_length,sepal_width,petal_length, petal_width,target
0.3888888,0.4583334,0.2587908,0.16666666,0
0.30555555,0.58333343,0.25720355,0.24999999,0
0.16666672,0.5416667,0.16694033,0.16666666,0
0.30555555,0.41666666,0.3509373,0.33988303,0
0.22222218,0.4583334,0.20348386,0.16666666,0
0.27777788,0.29166666,0.38803944,0.36985582,0
0.27777788,0.4583334,0.27514765,0.24999999,0
0.33333334,0.50000006,0.2313012,0.16666666,0
0.33333334,0.4583334,0.24035516,0.16666666,0
0.19444439,0.37500003,0.25396076,0.23147428,0
0.5277778,0.62500006,0.6896551,0.83333325,1
0.5833334,0.45833328,0.55172414,0.62499994,1
0.63888884,0.08333335,0.7068965,0.6467358,1
0.5833334,0.2083333,0.67241377,0.64583254,1
0.6666666,0.50000006,0.6034483,0.62499994,1
0.7222223,0.5416667,0.62068963,0.6666667,1
0.7777778,0.2083333,0.6896551,0.6099439,1
0.5833334,0.5416667,0.62068963,0.5416667,1
0.5555556,0.50000006,0.63793105,0.7083333,1
0.30555555,0.12499998,0.5070912,0.48516458,1
0.8055556,0.62500006,0.7413793,0.7916666,2
0.27777788,0.45833328,0.2988087,0.28683785,2
0.9444444,0.45833328,0.9137931,0.9240605,2
0.47222218,0.41666666,0.6034483,0.6342702,2
0.75,0.6666667,0.7413793,0.7083333,2
0.88888884,0.62500006,0.7931034,0.5833333,2
0.4444445,0.45833328,0.5862069,0.6289406,2
0.41666672,0.5416667,0.6034483,0.5833333,2
0.6666666,0.45833328,0.72413796,0.74962455,2
0.88888884,0.5416667,0.7586207,0.49999997,2
