Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,target
0.69883025,0.3312369,0.6150572,0.43814424,0.35543472,0.51219517,0.6350975,0.92452836,0.44424313,0.42273536,0.29896912,0.43223444,0.5575606,0
0.6520468,0.27044025,0.72507906,0.36597934,0.4097826,0.55749136,0.8077994,0.92452836,0.46637967,0.66252214,1.0024819,0.5604395,0.70021397,0
0.39181295,0.27044025,0.49369162,0.10824743,0.23586953,0.50174224,0.7325905,0.6415094,0.44644973,0.51154524,0.84860444,0.49084255,0.6031505,0
0.61988294,0.25366879,0.6353911,0.35567012,0.2576087,0.40766552,0.6545961,0.735849,0.3470163,0.3694494,0.9492543,0.6593407,0.7037803,0
0.6169592,0.27463314,0.6142756,0.19072166,0.44239122,0.9059234,0.8635097,0.92452836,0.53492314,0.4982238,0.8454019,0.6190477,0.6502853,0
0.60233915,0.3060797,0.7175591,0.35051546,0.4858696,0.5993032,0.5988858,1.0566038,0.30599368,0.43161634,0.9283163,0.49816856,0.7822396,0
0.593567,0.25786164,0.610985,0.31443295,0.5184782,0.45993027,0.6295265,0.7169811,0.4083636,0.3916519,0.8310126,0.5970697,0.5575606,0
0.54093564,0.27044025,0.43010762,0.52577317,0.4967391,0.5853659,0.5961003,0.6981132,0.44448006,0.42717585,0.6959312,0.53479856,0.60035664,0
0.7339183,0.26415095,0.6082157,0.30927828,0.5184782,0.6689896,0.6573816,0.8113208,0.45004702,0.43872115,0.7253216,0.63736266,0.49336663,0
0.46198812,0.32075474,0.5881134,0.33505145,0.3445652,0.5993032,0.7214485,0.9056604,0.48873484,0.40497336,0.29896912,0.46520147,0.7073466,0
0.5877193,0.20754717,0.6393985,0.3298969,0.4097826,0.738676,0.8440111,0.6792453,0.51898813,0.47602132,0.82843363,0.47619048,0.71804565,0
-0.023391815,0.22431864,0.61290324,0.5773196,0.16630441,0.41114983,0.4261839,1.3018868,0.41009462,-0.21397093,1.0512729,0.47619048,0.13092566,1
0.20760241,0.21593292,0.5,0.5412371,0.17717397,0.24390247,0.26740947,0.88679254,0.20458733,-0.10491278,0.79150146,0.64468867,0.13028735,1
0.38304105,0.24528302,0.6075269,0.62886596,0.4163044,0.2508711,0.4038997,0.9622642,0.28391165,-0.014827496,0.8697981,0.5091576,0.04800285,1
0.48538008,0.6268344,0.3089885,0.2938144,0.11195654,0.1590904,-0.31499332,1.1320755,0.037854876,0.1740675,-0.08247423,0.20146522,-0.10748346,1
0.26023403,0.6268344,0.43832454,0.44845358,0.18804353,0.2508711,0.27855155,1.018868,0.36593062,0.15378666,0.15463915,0.54212457,-0.056983422,1
0.09941521,0.41090152,0.7311828,0.49999997,0.28586966,0.56446,0.5988858,0.92452836,0.35331228,0.23308684,0.020618528,0.6666668,0.24771754,1
0.13157883,0.3375262,1.1666666,0.9381443,0.53586966,0.662021,1.2367688,1.2075472,0.36593062,0.1636309,0.15463915,0.7765568,0.13359486,1
0.38304105,0.836478,0.89784944,0.83505154,0.35108703,0.3205575,0.41504183,1.1320755,0.31545743,0.21489818,0.14432988,0.56776553,0.06226818,1
0.56725156,1.1236898,0.57526886,0.5773196,0.17717397,0.46689895,0.5598886,0.88679254,0.39205456,0.10301953,-0.051546395,0.5604395,-0.002926517,1
0.22222224,0.8113208,0.7150538,0.55154634,0.13369566,0.5505227,0.66573817,0.7169811,0.46982995,0.18636739,-0.030927837,0.75824183,0.033363882,1
0.2807018,0.36058703,0.5967742,0.55154634,0.16630441,0.45993027,0.5598886,1.018868,0.20189275,0.24081506,0.0824742,0.6263737,0.014035795,1
0.38596478,0.2285115,0.6612903,0.5773196,0.17717397,0.50871086,0.69916433,1.0566038,0.33438486,0.014645936,1.0902542,0.46520147,0.38844448,1
0.19883052,0.35429773,0.92473114,0.9381443,0.24239129,0.53644586,-0.017123742,1.4150944,0.33123028,0.29701644,0.19587633,0.31868133,-0.13399597,1
0.368421,0.24947588,0.6666666,0.73195875,0.1989131,0.32752618,0.5041783,1.0754716,0.37539434,0.015756477,0.9949472,0.44322345,0.24080758,1
