wife_age,wife_education,husband_education,children,wife_religion,wife_working,husband_ocupation,living,media_exposure,target
0.30555904,0.7666667,0.7666667,0.08125,1.0,1.0,0.7666667,0.4333333,0.0,0
0.5230402,1.1,1.1,0.04375,1.0,0.0,-0.1,1.1,0.0,0
0.9787879,0.09999997,0.7666667,0.26875,1.0,1.0,0.7666667,0.7666667,1.0,0
0.3906017,1.1,1.1,0.14375,1.0,1.0,0.7666667,0.7666667,0.0,0
0.6757575,0.7666667,1.1,0.14375,0.0,1.0,0.23333333,1.1,0.0,0
0.8575758,0.2336804,0.23333333,0.45625,1.0,1.0,0.3895677,1.1,0.0,0
0.46977982,0.14514121,0.23333333,0.08125,1.0,0.0,0.54301286,0.4333333,0.0,0
0.4853109,0.7666667,0.7666667,0.08125,0.0,1.0,0.7666667,1.1,0.0,0
0.9484848,0.08114956,0.23333333,0.45625,1.0,0.0,0.41579726,0.4333333,0.0,0
0.82727265,0.09999997,0.7666667,0.33125,1.0,0.0,0.7666667,0.4333333,0.0,0
0.40303028,0.6112721,0.5666667,0.20625,1.0,0.0,0.36433604,1.1,0.0,0
0.30162707,0.7666667,0.7666667,0.0,1.0,1.0,0.23333333,0.4333333,0.0,0
0.46363634,0.23333333,1.1,0.33125,1.0,1.0,0.7666667,0.23333333,0.0,0
0.3831566,1.1,1.1,0.0,1.0,1.0,-0.1,0.7666667,0.0,0
0.8878788,0.7666667,1.1,0.39375,1.0,1.0,0.23333333,1.1,0.0,0
0.77878785,0.5666667,0.90000004,0.64375,1.0,0.0,0.7666667,0.23333333,0.0,0
0.6757575,0.100752085,0.5666667,0.45625,1.0,1.0,0.57437265,-0.1,0.0,0
0.9484848,-0.34607276,-0.1,0.39375,1.0,0.0,0.59704214,-0.1,0.0,0
0.512888,1.1,1.1,0.10625,1.0,1.0,-0.1,1.1,0.0,0
0.40017712,0.7666667,1.1,0.08125,1.0,1.0,0.7666667,1.1,0.0,0
0.25472313,0.7666667,1.1,0.08125,1.0,1.0,0.23333333,-0.1,0.0,0
1.0,0.4333333,1.1,0.39375,1.0,1.0,0.23333333,0.7666667,0.0,0
0.52618146,0.7666667,1.1,0.10625,1.0,0.0,0.23333333,0.7666667,0.0,0
0.39113715,0.7666667,1.1,0.08125,1.0,1.0,0.23333333,0.7666667,0.0,0
0.9484848,0.07957556,-0.1,0.33125,0.0,1.0,0.43636394,1.1,0.0,0
0.4048159,0.72497284,0.7666667,0.0,1.0,1.0,0.3569282,1.1,0.0,0
0.839394,0.5666667,0.90000004,0.35625,1.0,1.0,0.7666667,0.90000004,0.0,0
0.9787879,1.1,1.1,0.20625,1.0,1.0,0.23333333,1.1,0.0,0
0.82727265,0.631012,0.7666667,0.39375,1.0,0.0,0.24551876,0.7666667,0.0,0
0.23522915,0.4333333,1.1,0.14375,1.0,1.0,0.7666667,-0.1,0.0,0
0.43374118,1.1,1.1,0.0,1.0,1.0,-0.1,1.1,0.0,0
0.74848485,0.43842712,0.5666667,0.29375,1.0,1.0,0.33066562,0.90000004,0.0,0
0.40303028,0.4333333,1.1,0.14375,1.0,0.0,1.1,1.1,0.0,0
0.839394,0.90000004,0.90000004,0.29375,0.0,1.0,0.4333333,0.90000004,0.0,0
0.5446256,1.1,1.1,0.0,1.0,0.0,-0.1,1.1,0.0,0
0.2030303,0.23333333,1.1,0.26875,1.0,1.0,0.7666667,0.7666667,0.0,0
0.2802994,-0.18456975,-0.1,0.0,1.0,1.0,0.7534014,0.4333333,0.0,0
0.32817546,-0.1,0.7666667,0.0,1.0,1.0,0.23333333,0.4333333,1.0,0
0.34814948,1.1,1.1,0.08125,1.0,1.0,0.23333333,0.4333333,0.0,0
0.6151515,1.1,1.1,0.26875,1.0,1.0,-0.1,1.1,0.0,0
0.53198457,0.28568342,0.23333333,0.14375,1.0,1.0,0.4713672,1.1,0.0,0
0.71818185,0.90000004,0.90000004,0.16875,1.0,1.0,0.7666667,0.90000004,0.0,0
0.4436806,1.1,1.1,0.08125,1.0,1.0,-0.1,0.7666667,0.0,0
1.0,0.7666667,1.1,0.39375,1.0,1.0,-0.1,1.1,0.0,0
1.0,0.7666667,1.1,0.58125,1.0,1.0,-0.1,1.1,0.0,0
0.9484848,1.1,1.1,0.14375,1.0,1.0,-0.1,1.1,0.0,0
0.37272722,1.1,1.1,0.20625,0.0,1.0,-0.1,1.1,0.0,0
0.41237488,1.1,1.1,0.04375,1.0,1.0,-0.1,1.1,0.0,0
