Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,target
0.5710525,0.32018638,0.50802135,0.49999997,0.2424657,0.44003394,0.5085991,0.44044068,0.29968452,0.3658967,0.23931625,0.54470986,0.45243078,0
0.45263165,0.6795217,0.8342246,0.7577319,0.62602735,0.33320418,0.43037975,1.2075472,0.38170344,0.400222,0.2478632,0.2539153,0.39350924,0
0.5421054,0.29906544,0.51336896,0.29896906,0.20136985,0.3726594,0.587504,0.4007831,0.2334385,0.44373828,0.068376094,0.45882583,0.51187944,0
0.5184211,0.31770143,0.57754016,0.3453608,0.21506843,0.38635573,0.5427859,0.4324648,0.20189275,0.42316616,0.15384617,0.4734993,0.4826647,0
0.668421,0.3297011,0.6096257,0.46907207,0.39315066,0.5214681,0.47694805,0.45822307,0.33123028,0.3744681,0.35042736,0.61993116,0.53181744,0
0.70789474,0.3929471,0.6149732,0.2938144,0.2424657,0.47241384,0.5045222,0.3413658,0.40063095,0.39574468,0.17094019,0.73992676,0.6947048,0
0.6315791,0.26307848,0.5561497,0.62886596,0.31095883,0.59310347,0.6578722,0.5209338,0.5268139,0.50212765,0.2991453,0.41758242,0.40986422,0
0.5921051,0.28243515,0.3743315,0.45360824,0.37945196,0.38172787,0.5667909,0.36478698,0.39116722,0.3875299,0.21367523,0.5898071,0.50013417,0
0.618421,0.28197026,0.3743315,0.35567012,0.3520548,0.38980678,0.5088232,0.3742884,0.39747638,0.35673892,0.33333334,0.6418315,0.5460209,0
0.6394736,0.2748028,0.5561497,0.4742268,0.73561645,0.5365909,0.45693162,0.3028502,0.20189275,0.47021276,0.35042736,0.6700592,0.6823823,0
0.57368416,0.30718797,0.5294118,0.44845358,0.4342465,0.39888096,0.5416847,0.3939345,0.26182964,0.43429992,0.22222224,0.5380299,0.4910672,0
0.56578964,0.2961379,0.40106955,0.52577317,0.29726025,0.3974037,0.5641237,0.39245796,0.362776,0.37350276,0.17094019,0.5508266,0.44915962,0
0.24210519,0.243083,0.83422446,0.80927837,0.14109597,0.24583107,0.20464134,1.0754716,0.19873817,0.33488032,0.4444444,0.39021027,0.22999774,1
0.08157891,0.20158103,0.4278076,0.55154645,0.08630142,0.18996213,0.39877164,0.50384706,0.39116716,0.08621789,0.6495726,0.7293091,0.2583933,1
