Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,target
0.5710525,0.27075097,0.50802135,0.49999997,0.2424657,0.4310345,0.4156118,0.48409352,0.29968452,0.27021277,0.23931625,0.8241759,0.40420827,0
0.45263165,0.31818178,0.8342246,0.7577319,0.62602735,0.46551728,0.43037975,1.2075472,0.38170344,0.27659574,0.2478632,0.5970697,0.39350924,0
0.5421054,0.42331722,0.51336896,0.29896906,0.20136985,0.39325216,0.39345133,0.46585825,0.2334385,0.40638298,0.068376094,0.34575304,0.35432488,0
0.5184211,0.30537942,0.57754016,0.3453608,0.21506843,0.58604544,0.3601472,0.83018863,0.20189275,0.31595746,0.15384617,0.33160946,0.71804565,0
0.668421,0.28853756,0.6096257,0.46907207,0.39315066,0.5758621,0.49156117,1.018868,0.33123028,0.3744681,0.35042736,0.67032975,0.45413694,0
0.70789474,0.4688149,0.6149732,0.2938144,0.2424657,0.47241384,0.34118322,0.8113208,0.40063095,0.39574468,0.17094019,0.73992676,0.53972894,0
0.6315791,0.20948616,0.5561497,0.62886596,0.31095883,0.59310347,0.5506329,0.86792445,0.5268139,0.50212765,0.2991453,0.41758242,0.71804565,0
0.5921051,0.38374802,0.3743315,0.45360824,0.37945196,0.5448276,0.5379747,1.0467495,0.39116722,0.6297872,0.21367523,0.47985354,0.88209695,0
0.618421,0.27470356,0.3743315,0.35567012,0.3520548,0.39310348,0.38660505,0.3202013,0.39747638,0.3042553,0.33333334,0.47619048,0.50763196,0
0.6394736,0.215415,0.5561497,0.4742268,0.73561645,1.066513,0.443038,1.264151,0.20189275,0.47021276,0.35042736,0.82984954,0.6823823,0
0.57368416,0.35649016,0.5294118,0.44845358,0.4342465,0.514401,0.3055065,0.86792445,0.26182964,0.3425532,0.22222224,0.2772768,0.58252496,0
0.56578964,0.4515659,0.40106955,0.52577317,0.29726025,0.4896552,0.49367088,0.71296865,0.362776,0.43829787,0.17094019,0.6959707,0.45770326,0
0.24210519,0.243083,0.83422446,0.80927837,0.14109597,0.35020813,0.20464134,1.0754716,0.19873817,0.41240886,0.4444444,0.32105893,0.21188311,1
0.08157891,0.20158103,0.4278076,0.55154645,0.08630142,0.43793106,0.34810126,0.32254657,0.39116716,0.050918307,0.6495726,0.6520147,0.28771186,1
0.19736832,0.057312254,0.34224597,0.65463924,-0.11369868,0.5241379,0.32700422,0.1930921,0.4006309,0.0039879675,0.7094017,0.82051283,0.25609812,1
0.35526317,0.42238817,0.67379665,0.42268035,0.04520557,0.1103448,0.15636681,1.3018868,0.2933754,0.6791029,0.20512822,0.25641027,0.36030647,1
0.33421057,0.38474742,0.72727275,0.6030928,0.1136987,0.058620725,0.12869199,1.264151,0.29022083,0.52826506,0.1794872,0.39560446,0.10623167,1
0.51578945,-0.55272436,0.64171124,0.5360825,0.031506874,0.03448278,0.1729958,1.4150944,0.28706625,0.22021276,0.102564126,0.1794872,1.1412678,1
0.41052645,0.472332,0.6203208,0.39690718,0.14109597,0.40344828,0.3968585,0.7924528,0.40378553,0.4456154,0.26495728,0.6336997,0.3749422,1
0.23421043,0.3063241,0.65240633,0.39690718,0.27808222,0.3570299,0.26729867,0.6415094,0.20189275,0.27436167,0.2735043,0.53601533,0.04800285,1
0.30000013,0.21343872,0.6096257,0.44845358,1.1465752,0.42068964,0.8684517,0.92452836,0.81072557,0.5800946,0.2735043,0.38827845,0.4698288,1
0.12631577,0.21343875,0.57754016,0.54639184,0.77123296,0.31724137,0.20042193,0.018867929,0.4574132,-0.698279,0.60683763,0.47252747,0.24728958,1
0.41052645,0.19169962,0.49197856,0.2938144,0.1,0.43793106,0.41355777,0.41205564,0.33438486,0.37686747,0.33333334,0.42857143,0.47644088,1
0.2736842,0.0059288624,0.23529406,0.39175263,0.14109597,0.9793103,0.48295352,0.4412199,0.58044165,0.04631153,0.68376064,0.6593407,0.54408824,1
0.41052645,0.5395257,0.6149732,0.39690718,0.14109597,0.5413793,0.17684543,1.1698114,0.66246057,0.14042553,0.4957265,0.46153846,0.6105984,1
0.19736832,0.2055336,0.0213904,0.34020624,0.26438364,0.5344827,-0.014355748,0.3492342,0.40694004,-0.20677267,0.8803419,0.7289378,0.30791727,1
0.72894734,1.2350609,0.83422446,0.7061856,0.620548,-0.48237902,0.19620252,0.735849,0.17034699,0.81063825,-0.21367522,-0.75876254,0.15855919,2
0.5421054,1.3652439,0.7593583,0.6030928,0.46986303,-0.9157993,0.15189873,0.77358496,0.17350157,1.0446808,-0.3076923,-1.2136735,0.14429386,2
0.6263158,1.278854,0.90374327,0.7835052,0.5246576,-0.58157414,0.1350211,0.8113208,0.2681388,0.65106386,-0.19658118,-0.8183294,0.1050642,2
