sepal_length,sepal_width,petal_length, petal_width,target
0.37142852,0.5789475,0.59350747,0.27564836,0
0.19999997,0.42105272,0.5108466,0.19908448,0
0.19999997,0.21052638,0.5256129,0.24205707,0
0.05714278,0.21052638,0.44749972,0.1513949,0
0.48571423,0.7368422,0.6216,0.16666666,0
0.45714286,0.9473683,0.6137815,0.24999999,0
0.37142852,0.6842106,0.58547515,0.24999999,0
0.2857143,0.47368422,0.55402285,0.24273796,0
0.45714286,0.631579,0.63668364,0.3193014,0
0.2857143,0.631579,0.5429481,0.21050842,0
0.085714266,-0.31578943,0.5000379,0.27695784,1
0.34285715,0.52631575,0.5815766,0.26825997,1
0.37142852,-0.21052632,0.6488808,0.43679416,1
0.4,0.47368422,0.6165134,0.31526777,1
0.25714293,0.47368422,0.5384004,0.22460657,1
0.74285716,0.57894737,0.6491228,-0.4317131,1
0.25714293,0.52631575,0.5347088,0.21386313,1
0.31428567,0.3684211,0.57702845,0.28235584,1
0.59999996,-0.21052632,0.7738615,0.5818518,1
0.25714293,0.26315787,0.5531666,0.26757878,1
0.5142856,0.631579,0.7165558,0.6666667,2
0.6571428,0.3684211,0.7644996,0.49994248,2
0.7714285,0.52631575,0.7368421,0.034592766,2
0.2857143,0.26315787,0.5687891,0.28571054,2
0.31428567,0.4210526,0.5733371,0.27161393,2
0.6571428,0.631579,0.7017544,0.7916666,2
0.6857143,0.52631575,0.7368421,0.27990127,2
0.9428572,0.9473683,0.94736844,0.75,2
0.9428572,3.1370867e-08,0.98245615,0.98596966,2
0.37142852,0.105263144,0.62673163,0.37233695,2
