Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,target
0.63684195,0.2549407,0.40106955,0.31843573,0.20326084,1.1051614,0.43167028,0.8653845,0.5569596,0.39419794,0.30081302,0.50188684,0.84057134,0
0.90000004,0.2549407,0.39037445,0.0614525,0.22499996,1.4734687,0.6334057,1.1346154,0.45601264,0.37713307,0.3821138,0.4377359,0.7017959,0
0.80263156,0.28260872,0.38502684,0.09497207,0.3445652,0.68345326,0.6225597,0.8653845,0.46724373,0.556314,0.34146345,0.53962266,1.0258775,0
0.6052632,0.27075097,0.5561497,0.38547486,0.45326084,0.5215827,0.46420828,0.88461536,0.47327188,0.5392491,0.4065041,0.49433967,0.83240813,0
0.78157896,0.29249012,0.56684494,0.5418994,0.54021734,0.5035971,0.51409984,0.94230765,0.39747638,0.4453925,0.23577242,0.4075472,0.80791837,0
0.65789455,0.22332016,0.51336896,0.5418994,0.4858696,0.557554,0.57049894,1.0769231,0.318612,0.47952217,0.7966865,0.37735847,0.6854693,0
0.7526316,0.22727272,0.4385027,0.34636867,0.4097826,0.68345326,0.6854664,0.9230769,0.5772908,0.6587031,0.8167527,0.47169814,1.1344489,0
0.60789484,0.5256917,0.6452197,0.27374303,0.4967391,0.46762592,0.49023864,0.63461536,0.33178914,0.35153583,0.14634149,0.67547166,0.45281637,0
0.71842116,0.11660078,0.48904434,0.28491622,0.61195654,0.7913669,0.6507592,-0.019230785,0.5746625,0.34726962,0.27320567,1.0339624,0.4002449,0
1.2129123,0.54545456,0.4727841,0.43016762,0.3445652,0.57913667,0.4859002,-0.019230785,0.37781775,0.24914673,0.69105685,0.96226406,0.39208162,0
0.24082075,0.28063244,0.7866167,0.3519553,0.3336956,0.43525177,0.4577007,0.8269231,0.4164241,0.24061432,0.26829273,0.9169811,0.6079183,0
0.40000004,0.229249,0.64738053,0.41899437,0.2684782,0.38848925,0.34707156,0.80769235,0.37453184,0.25170648,0.65030354,0.77735853,0.59159184,0
0.76519966,0.243083,1.231121,1.0670391,0.7467391,0.68345326,0.4598699,0.71153843,0.3943218,0.20221841,0.60443395,0.7283019,0.5671021,1
0.5845614,0.1284585,0.6579366,0.5977654,0.3336956,0.71223027,0.29718006,0.5576923,0.29652998,0.19027305,0.41818678,0.5886793,0.48628575,1
0.3005081,0.284585,0.45989302,0.31843573,0.29673916,0.075539544,-0.12778585,0.9615384,0.09076843,0.24061432,0.36585367,0.36130428,0.112897955,1
0.6052632,0.09090909,0.30995217,0.31843573,0.17717397,0.38662007,0.15411387,0.7692308,0.25348198,0.3088737,0.4008633,0.6380398,0.08351018,1
0.13982172,0.48418975,0.6256684,0.43016762,0.45978266,0.11510797,-0.37732935,1.1346154,0.07570977,0.14249146,0.14634149,0.04801671,0.17167348,1
0.22761273,-0.009881419,0.2757704,0.21787708,0.72065216,0.39568347,0.36442518,-0.019230785,0.43127897,0.1552901,0.266861,0.5056603,0.37575507,1
0.2721927,0.6778656,0.71657753,0.70949715,0.3402174,0.51438844,0.0681273,1.1346154,0.39116722,0.13566552,0.33333337,0.2575456,0.14146939,1
