sepal_length,sepal_width,petal_length, petal_width,target
0.30555555,0.50000006,0.118644066,0.16666666,0
0.24999997,0.29166666,0.118644066,0.16666666,0
0.19444439,0.37500003,0.10169489,0.16666666,0
0.16666672,0.33333328,0.1355932,0.16666666,0
0.27777788,0.5416667,0.118644066,0.16666666,0
0.3888888,0.6666667,0.16949153,0.24999999,0
0.16666672,0.4583334,0.118644066,0.20833333,0
0.27777788,0.4583334,0.1355932,0.16666666,0
0.111111015,0.25000003,0.21796967,0.183711,0
0.24999997,0.33333328,0.1355932,0.125,0
0.8333335,0.62500006,0.6779661,0.6666667,1
0.6666666,0.62500006,0.6440678,0.7083333,1
0.8055556,0.5833333,0.71186435,0.7083333,1
0.24999997,-1.9868216e-08,0.55932206,0.51929355,1
0.69444454,0.45833328,0.66101694,0.7083333,1
0.30555555,0.45833328,0.6440678,0.62499994,1
0.63888884,0.6666667,0.6779661,0.74999994,1
0.08333334,0.29166666,0.16516261,0.13434072,1
0.7222223,0.50000006,0.66101694,0.62499994,1
0.16666672,0.41666666,0.5423728,0.6666667,1
0.47222218,0.6666667,0.7966101,0.875,2
0.33333334,0.41666666,0.6440678,0.625,2
0.86111116,0.5416667,0.779661,0.7083333,2
0.47222218,0.50000006,0.7288136,0.5833333,2
0.5277778,0.5416667,0.7627119,0.75,2
0.91666675,0.5416667,0.89830506,0.7083333,2
0.08333334,0.33333328,0.53144425,0.7916666,2
0.91666675,0.50000006,0.84745765,0.5833333,2
0.5833334,0.33333328,0.7627119,0.5833333,2
0.88888884,0.79166657,0.81355935,0.875,2
