Position,Oral,Written,Combine,Race_B,Race_H,Race_W,target
0.0,0.9545019811074258,0.9790418113848405,1.0185489313316956,0.0,0.0,1.0,1
0.0,0.836412985653802,0.8286375727219748,0.8724283245832997,0.0,0.0,1.0,1
0.0,0.7882031077640315,0.776376433528439,0.8190525292373321,0.0,0.0,1.0,1
0.0,0.7407623883557242,0.7243941343996115,0.7661471902815646,0.0,0.0,1.0,1
0.0,0.7243694806752221,0.7085258228226786,0.7493040322601365,0.0,0.0,1.0,1
0.0,0.6437940325477508,0.7494466320380525,0.7481836467337913,0.0,1.0,0.0,1
0.0,0.7084731454613482,0.6914068357034516,0.7317820556982845,0.0,0.0,1.0,1
0.0,0.5904318517221144,0.7023862089293085,0.696510859105427,0.0,1.0,0.0,1
0.0,0.6851495148886865,0.6666325328604669,0.7063089565159185,0.0,0.0,1.0,1
0.0,0.6813197257038998,0.6609967552313971,0.7010495251166154,0.0,0.0,1.0,1
0.0,0.6789879504779898,0.6580053816591229,0.6981494717451803,0.0,0.0,1.0,1
0.0,0.6695014659081268,0.648888207970093,0.6884475706838546,0.0,0.0,1.0,1
0.0,0.5636195253402432,0.5374036092721401,0.5734827631314293,0.0,0.0,1.0,0
0.0,0.6326712466802752,0.6096783090354734,0.6481620627842833,0.0,0.0,1.0,0
0.0,0.5664478730327817,0.5391443073021207,0.575703997962441,0.0,0.0,1.0,0
0.0,0.5664478730327817,0.5391443073021207,0.575703997962441,0.0,0.0,1.0,0
0.0,0.5500549653522794,0.5232759957251876,0.5588608399410125,0.0,0.0,1.0,0
0.0,0.4866658831682941,0.5824988099603521,0.5765427530271311,0.0,1.0,0.0,0
0.0,0.5297676657014204,0.5017037770684146,0.536688031566914,0.0,0.0,1.0,0
0.0,0.3237931955299432,0.35062314079940204,0.3582284516096136,0.0,0.0,0.0,0
0.0,0.45020966228872655,0.54227808857735,0.5356986931605571,0.0,1.0,0.0,0
0.0,0.4618559631945101,0.4288427265047316,0.46201951246062717,0.0,0.0,1.0,0
0.0,0.39484507505500277,0.4838911492670582,0.4755210501246988,0.0,1.0,0.0,0
0.0,0.5294740512127712,0.5002771346201994,0.5356017793566399,0.0,0.0,1.0,0
