sepal_length,sepal_width,petal_length, petal_width,target
0.2649617183476129,0.5062771563945352,0.08872837017389927,-0.058528847741637906,0
-0.20302539155565108,-0.4460936670844344,-0.011283919608351883,0.14302425149282438,0
0.266363578492305,0.3688508078597704,0.22579055427209646,0.1776584019202639,0
0.32307814325635803,0.44154708869152537,0.2795598750436264,0.2253436780441706,0
0.37637920865805163,0.5666798253344555,0.27470529849075365,0.17426060247262382,0
0.04373501039703423,-0.0255278722696367,0.12100560524645362,0.17449095311976387,0
0.33411989408132303,0.6131007426976218,0.13657358420134513,-0.03106410756425129,0
0.09624727627561928,0.3552181086112247,-0.1347879421175677,-0.3104367185722847,0
0.32176424864225867,0.6119484097294404,0.11054267589335363,-0.06624097537563543,0
0.24037066308799093,0.4356461401126366,0.10354431003436612,-0.013186588032323763,0
0.29981340683012586,0.14879408009128625,0.5138444307475363,0.6496123163573037,1
0.5048771045060474,0.502965539429424,0.6192258496730394,0.6678765837874578,1
0.3934476962683934,0.3507260837270226,0.5227573052615303,0.5900716523259425,1
0.17671061081191114,0.027877814505510676,0.36118298468857674,0.48386170807964796,1
0.4062461806493473,0.35710448963228897,0.5446663902017692,0.6177574092142694,1
0.4551210722440601,0.4712594133988487,0.540786900937506,0.5719066131419183,1
0.4443708060618692,0.43176761748060244,0.5556625304857509,0.6062699803753522,1
0.48206558179630876,0.48498026685891105,0.5866267250354653,0.6296994545772839,1
0.16694834104200207,0.006604173439554953,0.3604685090646007,0.49044125632687774,1
0.42567598475706836,0.3984310604906698,0.5470772485643801,0.6063742425654508,1
0.6283818196773195,0.624890360546634,0.7717873323490161,0.8331323009567999,2
0.6080666209092572,0.6262232760900189,0.7258405398478885,0.7698462036517445,2
0.47088752345191887,0.4439324951171617,0.602079153403809,0.6654040230164445,2
0.648410125349638,0.6679991118473568,0.7737760308006616,0.820538989160819,2
0.6675305301223877,0.6829967446422308,0.8011758245091019,0.8526694441545347,2
0.595557198182794,0.595298063685856,0.7284981888218232,0.7844638838580665,2
0.4542522990928476,0.3955851969850554,0.6126547507497389,0.6970343585784415,2
0.574081301795569,0.60697957927044,0.6699113219315206,0.7002221029588335,2
0.6364692524918102,0.6846270564529379,0.7313221273267003,0.7565952121242698,2
0.519762445230056,0.5580874852111551,0.5981996658098129,0.6195532056683045,2
