sepal_length,sepal_width,petal_length, petal_width,target
0.41138466701603743,0.37331374281366475,-0.0941719259088559,0.04517519063781309,0
0.27660016431749807,0.2520500020733683,-0.11037672366220218,-0.004744153847112586,0
0.29036131907544727,0.2638285741182418,-0.081666907564196,0.020542877717474248,0
0.06783661526366802,0.0576654805231804,0.15940304971323688,0.13799439442361142,0
0.41604329408413593,0.37847408483132805,-0.1371522000047768,0.014408030731642723,0
0.5408587065278567,0.4843709644298569,0.1653168425422407,0.2751579160259808,0
0.35983157548379757,0.3219472009516433,0.12361065828016538,0.19323017682333812,0
0.3742802394711656,0.3351310809773746,0.11705262348748147,0.19239107542547806,0
0.13520712377943025,0.12075831281128435,0.056049330215562354,0.07977243382300009,0
0.29548138328288104,0.26420595240998734,0.1089669771486031,0.1642427226074589,0
0.7578955167767234,0.6689718550450382,0.670564295255036,0.7131150197668559,1
0.6752540079802268,0.5942563538337102,0.6769874350071103,0.6947156180712227,1
0.7241310728684941,0.6374871061582388,0.7162596577357041,0.7377400084500916,1
0.29359509671850814,0.251013208135606,0.6252576065247549,0.5490017287638504,1
0.6081105942272262,0.5332247077294544,0.6969365124661343,0.6907595475350305,1
0.39376431805607304,0.3404632168791415,0.6674427409456223,0.6085946943618963,1
0.6818362227843833,0.599294759945277,0.7174766668022757,0.7267784684860793,1
0.2249363648678112,0.1933524658315553,0.4323094212940425,0.38574313367505586,1
0.6354077039998708,0.5588191796842009,0.6536854727103123,0.6661436542032535,1
0.4084657751054779,0.35475768317616135,0.6212338116424649,0.5782365585505341,1
0.5952070392636347,0.5179028586799751,0.862202128324674,0.8104698022758756,2
0.3884425065663805,0.3356359748915052,0.6685679223738356,0.607940846688896,2
0.7284538246108839,0.6404150646624814,0.7599657236980352,0.7715693596340399,2
0.4926738797333508,0.4291808890068492,0.6914606447860133,0.654276621019871,2
0.5554020029691586,0.4836742412523099,0.7862711441258657,0.7426343500255302,2
0.7490446891374647,0.6573452490748828,0.8341127911419304,0.8326812211660053,2
0.28664683366558946,0.24171819458699803,0.7611826710227619,0.6484875380769333,2
0.7211850510894355,0.6341909318915554,0.7449167753356445,0.7582989630530528,2
0.4687830574552491,0.40703226603595044,0.7179906727133567,0.6673701991748259,2
0.8771968220095472,0.7727817386281994,0.843238797580916,0.8754566012235873,2
