Position,Oral,Written,Combine,Race_B,Race_H,Race_W,target
1.0,0.7457560975609757,0.3714285714285714,0.6418636402423413,0.0,0.0,0.0,1
1.0,0.6435121951219512,0.49387755102040815,0.5270927553545522,0.0,0.0,1.0,1
1.0,0.6993170731707318,0.5714285714285714,0.6215547401655429,0.0,0.0,1.0,1
0.0,0.8107317073170731,0.5959183673469388,0.619080126290639,1.0,0.0,0.0,1
1.0,0.6341463414634146,0.5714285714285714,0.5425130504891015,0.0,0.0,1.0,1
0.0,0.5691707317073172,0.6122448979591837,0.5243033056303251,0.0,0.0,1.0,1
0.0,0.5412682926829268,0.45714285714285713,0.6122536052564211,1.0,0.0,0.0,1
1.0,0.8107317073170731,0.4612244897959183,0.5422817646556873,0.0,0.0,1.0,1
1.0,0.3090731707317075,0.7142857142857142,0.5261029098045908,0.0,0.0,1.0,1
0.0,0.5877073170731709,0.4979591836734695,0.6069971840600733,1.0,0.0,0.0,1
0.0,0.5227317073170733,0.46530612244897956,0.6069971840600733,1.0,0.0,0.0,0
1.0,0.31824390243902456,0.4816326530612244,0.5270927553545522,0.0,0.0,0.0,0
1.0,0.5785365853658538,0.3306122448979592,0.5957675569587848,1.0,0.0,0.0,0
1.0,0.03960975609756101,0.4816326530612244,0.5270927553545522,0.0,0.0,0.0,0
1.0,0.25326829268292694,0.24489795918367352,0.5514122365389535,0.0,0.0,1.0,0
1.0,0.3740487804878049,0.4530612244897959,0.6052905538015187,1.0,0.0,0.0,0
0.0,0.2718048780487806,0.46530612244897956,0.6069971840600733,1.0,0.0,0.0,0
1.0,0.9350243902439025,0.9183673469387754,0.9422305657479305,0.0,0.0,1.0,1
1.0,0.46341463414634154,0.5510204081632653,0.5410794810719157,0.0,0.0,1.0,0
1.0,0.5853658536585366,0.4816326530612244,0.5270927553545522,0.0,0.0,0.0,0
1.0,0.6423414634146342,0.40816326530612246,0.5514122365389535,0.0,0.0,1.0,0
1.0,0.34965853658536583,0.6122448979591837,0.5243033056303251,0.0,0.0,1.0,0
1.0,0.20331707317073178,0.693877551020408,0.5261029098045908,0.0,0.0,1.0,0
1.0,0.42282926829268297,0.4816326530612244,0.5329123645362231,0.0,0.0,0.0,0
