,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,mice,acute-inflammations,5,0.645,0.151
1,mice,acute-inflammations,20,0.596,0.17
2,mice,acute-inflammations,40,0.672,0.082
3,mice,autism-adolescent,5,0.37,0.288
4,mice,autism-adolescent,20,0.694,0.026
5,mice,autism-adolescent,40,0.631,0.082
6,mice,autism-adult,5,0.127,0.016
7,mice,autism-adult,20,0.15,0.012
8,mice,autism-adult,40,0.528,0.026
9,mice,autism-child,5,0.159,0.059
10,mice,autism-child,20,0.565,0.058
11,mice,autism-child,40,0.664,0.029
12,mice,bc-coimbra,5,0.195,0.032
13,mice,bc-coimbra,20,0.204,0.02
14,mice,bc-coimbra,40,0.268,0.031
