Position,Oral,Written,Combine,Race_B,Race_H,Race_W,target
0.0,0.8088827293739429,0.7553667017034738,0.8099312436749906,0.0,0.0,1.0,1
0.0,0.8103390538390378,0.7831129160589132,0.8295352821177416,0.0,0.0,1.0,1
0.0,0.8145397750491415,0.7801104172623364,0.8289789185551477,0.0,0.0,1.0,1
0.0,0.7767312349250969,0.7447854074574746,0.7911090600413319,0.0,0.0,1.0,1
0.0,0.7502584296192161,0.7363053065327747,0.7757710536534512,0.0,0.0,1.0,1
0.0,0.5745900465579676,0.702582767654856,0.6894985060189054,0.0,1.0,1.0,1
0.0,0.7601398410271046,0.6793936121963811,0.7401812238189126,0.0,0.0,1.0,1
0.0,0.5262155060538564,0.6602294856259772,0.6430011100470476,0.0,1.0,1.0,1
0.0,0.6438591430038814,0.6141708394576603,0.6535717454166462,0.0,0.0,1.0,1
0.0,0.5086066552335722,0.4896071655755585,0.519340845570874,0.0,0.0,1.0,1
0.0,0.7284279207499307,0.6679724072820383,0.7209392820131855,0.0,0.0,1.0,1
0.0,0.7046843519280633,0.6483059820571487,0.6988884906372707,0.0,0.0,1.0,1
0.0,0.6113421221409071,0.5629354738992194,0.6066604856008027,0.0,0.0,1.0,0
0.0,0.6505331168280843,0.6167806231895087,0.6577630816851803,0.0,0.0,1.0,0
0.0,0.585302414264513,0.5322094758815846,0.5761794916628342,0.0,0.0,1.0,0
0.0,0.5734833989663527,0.5202898807499854,0.5637382391556239,0.0,0.0,1.0,0
0.0,0.5711083528084332,0.5236911944292643,0.5652244576759294,0.0,0.0,1.0,0
0.0,0.4357087204631303,0.5680895371755399,0.5471359511511837,0.0,1.0,1.0,0
0.0,0.5858224225500808,0.5369357114372715,0.5796164574510556,0.0,0.0,1.0,0
0.0,0.7273032750317824,0.6160495589181697,0.6848280687453393,0.0,0.0,1.0,0
0.0,0.3745712882852116,0.5109925752420512,0.4859162378848529,0.0,1.0,0.0,0
0.0,0.3932493251345083,0.3495682500523495,0.381611858505087,0.0,0.0,1.0,0
0.0,-0.0475643857766186,0.1218792925431407,0.0667363194524525,0.0,1.0,0.0,0
0.0,0.5516113208998468,0.501881127962249,0.5432243915146984,0.0,0.0,1.0,0
1.0,0.5074871815652211,0.4542918479971972,0.5269538800523674,0.0,1.0,1.0,1
1.0,0.6569120242889496,0.6215521998266424,0.6048411366593338,0.0,0.0,1.0,1
1.0,0.6437221853903314,0.60546668196448,0.6010138216238232,0.0,0.0,1.0,1
0.0,0.5997658953175035,0.5774751929566649,0.5291740790356618,1.0,0.0,1.0,1
1.0,0.6411213011512981,0.6069913225801924,0.5894258446649028,0.0,0.0,1.0,1
1.0,0.6063891766372255,0.5642477311656638,0.580238922569701,0.0,0.0,1.0,1
0.0,0.5441243435992198,0.5263626988227686,0.4744045535417282,1.0,0.0,1.0,1
1.0,0.6138784521625623,0.5780015326395151,0.5717545403348954,0.0,0.0,1.0,1
1.0,0.603625720004725,0.5696371376336816,0.5592317438945593,0.0,0.0,1.0,1
0.0,0.5827148419392455,0.5613004441715109,0.5135703423225887,1.0,0.0,1.0,1
0.0,0.3294107061345164,0.3196333913205554,0.2849524439908718,0.0,0.0,1.0,0
0.0,-0.1031019725642441,-0.1144007431288183,-0.0560657683184542,0.0,1.0,0.0,0
0.0,0.4570408124015148,0.4398095813289505,0.4038127255888207,0.0,0.0,1.0,0
