V1,V2,V3,V4,target
0.1824799059813582,0.061224489795918366,0.061224489795918366,0.3973391437895063,1
0.1724692375718948,0.08163265306122448,0.0816326530612245,0.3229166666666667,1
0.1750831477553095,0.10204081632653061,0.10204081632653061,0.40625,1
0.17068888816768094,0.061224489795918366,0.061224489795918366,0.24999999999999997,1
0.17413635913029646,0.08163265306122448,0.0816326530612245,0.34375,1
0.18413908848070631,0.08163265306122448,0.0816326530612245,0.46875,1
0.16447331331732332,0.14285714285714285,0.14285714285714285,0.375,1
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,1
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,1
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,1
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,1
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,1
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,1
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,1
0.1761431642261348,0.14285714285714285,0.14285714285714285,0.5208333333333333,1
0.18523729606444495,0.04081632653061225,0.04081632653061225,0.38112822327151413,1
0.16215812081283013,0.32653061224489793,0.32653061224489793,0.8020833333333333,1
0.16697399565492577,0.14285714285714285,0.14285714285714285,0.40625,1
0.18523729606444495,0.04081632653061225,0.04081632653061225,0.38112822327151413,1
0.14864864864864866,0.26530612244897955,0.26530612244897955,0.7395833333333333,1
0.18474619356828265,0.04081632653061225,0.04081632653061225,0.375,1
0.1848594214140949,0.061224489795918366,0.061224489795918366,0.4270833333333333,1
0.1891891891891892,0.061224489795918366,0.061224489795918366,0.39894716517883433,1
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,1
0.1891891891891892,0.08163265306122448,0.0816326530612245,0.2708333333333333,1
0.1891891891891892,0.04081632653061225,0.04081632653061225,0.3820753779042937,1
0.1891891891891892,0.061224489795918366,0.061224489795918366,0.39894716517883433,1
0.17580348068869808,0.08163265306122448,0.0816326530612245,0.3645833333333333,1
0.18875980375995935,0.16326530612244897,0.163265306122449,0.7291666666666666,1
0.1874733315975096,0.08163265306122448,0.0816326530612245,0.5104166666666666,1
0.1891891891891892,0.14285714285714285,0.14285714285714285,0.49999999999999994,1
0.1891891891891892,0.061224489795918366,0.061224489795918366,0.2708333333333333,1
0.21621621621621623,0.10204081632653061,0.10204081632653061,0.34375,1
0.18853334806833488,0.12244897959183673,0.12244897959183673,0.6249999999999999,1
0.21621621621621623,0.02040816326530612,0.02040816326530612,0.37168118834073954,0
0.21621621621621623,0.04081632653061225,0.04081632653061225,0.3885529756152802,1
0.17641058577627444,0.04081632653061225,0.04081632653061225,0.2708333333333333,0
0.1902004696267365,0.12244897959183673,0.12244897959183673,0.6458333333333333,0
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,1
0.18141195045147937,0.04081632653061225,0.04081632653061225,0.3333333333333333,0
0.1891891891891892,0.061224489795918366,0.061224489795918366,0.2916666666666667,0
0.31081081081081086,0.7551020408163265,0.7551020408163265,0.9999999999999999,0
0.18925368100172346,0.10204081632653061,0.10204081632653061,0.5833333333333333,0
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,0
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,0
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,0
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,0
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,0
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,0
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,0
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,0
0.18799468614753168,0.02040816326530612,0.02040816326530612,0.364917302753522,0
0.18663977081830876,0.08163265306122448,0.0816326530612245,0.49999999999999994,0
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,0
0.21621621621621623,0.061224489795918366,0.061224489795918366,0.2708333333333333,0
0.16396976956173887,0.15797851063369298,0.15797851047539452,0.40625,0
0.21621621621621623,0.10204081632653061,0.10204081632653061,0.3958333333333333,0
0.1891891891891892,0.04081632653061225,0.04081632653061225,0.24999999999999997,0
0.15146635810257494,0.15797850915946468,0.1579785087862924,0.24999999999999997,0
0.28378378378378377,0.3061224489795918,0.3061224489795918,0.6458333333333333,0
0.1891891891891892,0.10204081632653061,0.10204081632653061,0.5104166666666666,0
0.16940726557659877,0.1579785113072041,0.1579785112423502,0.4741942596327311,0
0.21225369928190974,0.04081632653061225,0.04081632653061225,0.7187499999999999,0
0.28378378378378377,0.24489795918367344,0.2448979591836735,0.5729166666666666,0
0.20008997113133414,0.10204081632653061,0.10204081632653061,0.7187499999999999,0
0.31081081081081086,0.28571428571428564,0.2857142857142857,0.5729166666666666,0
0.1891891891891892,0.061224489795918366,0.061224489795918366,0.375,0
0.15146635810257494,0.15797850915946468,0.1579785087862924,0.24999999999999997,0
0.1891891891891892,0.04081632653061225,0.04081632653061225,0.3020833333333333,0
0.17313893796512575,0.15797851171479368,0.15797851171406938,0.5208333333333333,0
0.20319775855651295,0.061224489795918366,0.061224489795918366,0.6562499999999999,0
0.1891891891891892,0.061224489795918366,0.061224489795918366,0.3958333333333333,0
0.1891891891891892,0.08163265306122448,0.0816326530612245,0.49999999999999994,0
0.1891891891891892,0.15797851097508014,0.15797851086192996,0.47893541503333226,0
0.1891891891891892,0.15797851097508014,0.15797851086192996,0.47893541503333226,0
0.1891891891891892,0.15797851097508014,0.15797851086192996,0.47893541503333226,0
0.1891891891891892,0.15797851097508014,0.15797851086192996,0.47893541503333226,0
0.1891891891891892,0.15797851097508014,0.15797851086192996,0.47893541503333226,0
0.1891891891891892,0.15797851097508014,0.15797851086192996,0.47893541503333226,0
0.1891891891891892,0.15797851097508014,0.15797851086192996,0.47893541503333226,0
0.1891891891891892,0.15797851097508014,0.15797851086192996,0.47893541503333226,0
0.1891891891891892,0.12244897959183673,0.12244897959183673,0.7291666666666666,0
0.1891891891891892,0.15797851097508014,0.15797851086192996,0.47893541503333226,0
0.1891891891891892,0.15797851097508014,0.15797851086192996,0.47893541503333226,0
0.19641604447709415,0.04081632653061225,0.04081632653061225,0.5208333333333333,0
0.1891891891891892,0.12244897959183673,0.12244897959183673,0.7395833333333333,0
0.1973628331021072,0.061224489795918366,0.061224489795918366,0.5833333333333333,0
0.19819639388130803,0.061224489795918366,0.061224489795918366,0.5937499999999999,0
0.20630554598169176,0.02040816326530612,0.02040816326530612,0.5937499999999999,0
0.19986351543970965,0.061224489795918366,0.061224489795918366,0.6145833333333333,0
0.21621621621621623,0.061224489795918366,0.061224489795918366,0.3958333333333333,0
0.21621621621621623,0.18367346938775508,0.1836734693877551,0.9062499999999999,0
0.28378378378378377,0.04081632653061225,0.04081632653061225,0.24999999999999997,0
0.21621621621621623,0.14285714285714285,0.14285714285714285,0.7708333333333333,0
0.24324324324324326,0.02040816326530612,0.02040816326530612,0.37815878605172604,0
0.31081081081081086,0.08163265306122448,0.0816326530612245,0.3229166666666667,0
0.31081081081081086,0.14285714285714285,0.14285714285714285,0.4583333333333333,0
0.21621621621621623,0.04081632653061225,0.04081632653061225,0.3333333333333333,0
0.1891891891891892,0.08163265306122448,0.0816326530612245,0.6458333333333333,0
0.1891891891891892,0.04081632653061225,0.04081632653061225,0.40625,0
0.21621621621621623,0.15797851052019166,0.15797851034105684,0.4854130123409791,0
0.21621621621621623,0.15797851052019166,0.15797851034105684,0.4854130123409791,0
0.21621621621621623,0.15797851052019166,0.15797851034105684,0.4854130123409791,0
0.21621621621621623,0.15797851052019166,0.15797851034105684,0.4854130123409791,0
0.21621621621621623,0.15797851052019166,0.15797851034105684,0.4854130123409791,0
0.21621621621621623,0.15797851052019166,0.15797851034105684,0.4854130123409791,0
0.21621621621621623,0.15797851052019166,0.15797851034105684,0.4854130123409791,0
0.21621621621621623,0.061224489795918366,0.061224489795918366,0.4479166666666667,0
0.21621621621621623,0.15797851052019166,0.15797851034105684,0.4854130123409791,0
0.21621621621621623,0.15797851052019166,0.15797851034105684,0.4854130123409791,0
0.21621621621621623,0.15797851052019166,0.15797851034105684,0.4854130123409791,0
0.21621621621621623,0.15797851052019166,0.15797851034105684,0.4854130123409791,0
0.21621621621621623,0.15797851052019166,0.15797851034105684,0.4854130123409791,0
0.21621621621621623,0.15797850800940386,0.1579785074533682,0.24999999999999997,0
0.28378378378378377,0.15797850938297053,0.15797850903887417,0.5016070056100963,0
0.21621621621621623,0.157978508120676,0.15797850758131934,0.2604166666666667,0
0.28378378378378377,0.15797850938297053,0.15797850903887417,0.5016070056100963,0
0.28378378378378377,0.15797850938297053,0.15797850903887417,0.5016070056100963,0
0.1891891891891892,0.061224489795918366,0.061224489795918366,0.5729166666666666,0
0.21621621621621623,0.08163265306122448,0.0816326530612245,0.6041666666666666,0
0.31081081081081086,0.15797850892808205,0.15797850851800102,0.5080846029177432,0
0.1891891891891892,0.08163265306122448,0.0816326530612245,0.7499999999999999,0
0.31081081081081086,0.04081632653061225,0.04081632653061225,0.2708333333333333,0
0.21621621621621623,0.04081632653061225,0.04081632653061225,0.3958333333333333,0
0.200470620527286,0.02040816326530612,0.02040816326530612,0.5208333333333333,0
0.17313893796512575,0.15797851171479368,0.15797851171406938,0.5208333333333333,0
0.1891891891891892,0.061224489795918366,0.061224489795918366,0.6458333333333333,0
0.1891891891891892,0.15797850951275055,0.15797850918315454,0.34375,0
0.21621621621621623,0.12244897959183673,0.12244897959183673,0.9479166666666666,0
0.28378378378378377,0.15797850938297053,0.15797850903887417,0.5016070056100963,0
0.1891891891891892,0.04081632653061225,0.04081632653061225,0.5208333333333333,0
0.31081081081081086,0.26530612244897955,0.26530612244897955,0.9479166666666666,0
0.24324324324324326,0.14285714285714285,0.14285714285714285,0.9687499999999999,0
0.21621621621621623,0.04081632653061225,0.04081632653061225,0.4583333333333333,0
0.21642150317791387,0.04081632653061225,0.04081632653061225,0.7708333333333333,0
0.17313893796512575,0.15797851171479368,0.15797851171406938,0.5208333333333333,0
0.21642150317791387,0.04081632653061225,0.04081632653061225,0.7708333333333333,0
0.31081081081081086,0.22448979591836735,0.22448979591836735,0.8749999999999999,0
0.28378378378378377,0.04081632653061225,0.04081632653061225,0.34375,0
0.31081081081081086,0.15797850625276147,0.1579785054295764,0.24999999999999997,0
0.31081081081081086,0.02040816326530612,0.02040816326530612,0.24999999999999997,0
0.31081081081081086,0.14285714285714285,0.14285714285714285,0.6458333333333333,0
0.21621621621621623,0.04081632653061225,0.04081632653061225,0.49999999999999994,0
0.31081081081081086,0.04081632653061225,0.04081632653061225,0.3229166666666667,0
0.28378378378378377,0.04081632653061225,0.04081632653061225,0.375,0
0.31081081081081086,0.02040816326530612,0.02040816326530612,0.2708333333333333,0
0.28378378378378377,0.15797850938297053,0.15797850903887417,0.5016070056100963,0
0.28378378378378377,0.15797850938297053,0.15797850903887417,0.5016070056100963,0
0.28378378378378377,0.15797850938297053,0.15797850903887417,0.5016070056100963,0
0.28378378378378377,0.15797850938297053,0.15797850903887417,0.5016070056100963,0
