sepal_length,sepal_width,petal_length, petal_width,target
0.1470588235294117,0.45833333333333326,0.1121535100095783,0.04166666666666667,0
0.32352941176470607,0.5833333333333333,0.19082058337297625,0.125,0
0.26470588235294135,0.8749999999999998,0.018876817376573984,0.0,0
0.3529411764705883,0.9166666666666667,0.06370611516588803,0.04166666666666667,0
0.17647058823529438,0.45833333333333326,0.09773803259008781,0.0,0
0.2058823529411764,0.5,0.12186465908687485,0.04166666666666667,0
0.3529411764705883,0.625,0.1406467706725011,0.04166666666666667,0
0.17647058823529438,0.45833333333333326,0.09773803259008781,0.0,0
0.02941176470588247,0.41666666666666674,0.08173968963975478,0.04166666666666667,0
0.23529411764705865,0.5833333333333333,0.11023295030267746,0.04166666666666667,0
0.3529411764705883,0.16666666666666663,0.5058741048229936,0.452566589874233,1
0.3529411764705883,0.16666666666666663,0.4576271186440678,0.3838652427096983,1
0.4411764705882353,0.29166666666666674,0.49152542372881347,0.44223349823646335,1
0.5,0.29166666666666674,0.6949152542372881,0.7123171160434092,1
0.32352941176470607,0.41666666666666674,0.507221615957193,0.5833333333333334,1
0.5,0.5833333333333333,0.5932203389830508,0.6250000000000001,1
0.7058823529411764,0.45833333333333326,0.6271186440677966,0.5833333333333334,1
0.588235294117647,0.12499999999999989,0.576271186440678,0.4615413840302925,1
0.38235294117647056,0.41666666666666674,0.5254237288135593,0.5494356216714511,1
0.3529411764705883,0.20833333333333326,0.5084745762711864,0.4694025502111436,1
0.911764705882353,0.33333333333333326,0.8644067796610169,0.8300629396344676,2
1.0588235294117647,0.7499999999999998,0.9152542372881356,0.7916666666666667,2
0.6176470588235294,0.33333333333333326,0.7796610169491525,0.8070568567133152,2
0.588235294117647,0.33333333333333326,0.6949152542372881,0.6961498115573621,2
0.5294117647058822,0.25,0.7796610169491525,0.810091144940476,2
0.9999999999999998,0.41666666666666674,0.8644067796610169,0.8270286514073071,2
0.588235294117647,0.5833333333333333,0.7796610169491525,0.9583333333333334,2
0.6176470588235294,0.45833333333333326,0.7627118644067796,0.7083333333333334,2
0.5,0.41666666666666674,0.6440677966101694,0.7083333333333334,2
0.7647058823529413,0.45833333333333326,0.7457627118644068,0.8333333333333335,2
