sepal_length,sepal_width,petal_length, petal_width,target
0.1470588235294117,0.45833333333333326,0.26353512181520616,0.17880209596535535,0
0.32352941176470607,0.5833333333333333,0.39412534690601914,0.1819609687824988,0
0.26470588235294135,0.8749999999999998,0.3117113847970999,0.0,0
0.3529411764705883,0.9166666666666667,0.38140526743602854,0.04166666666666667,0
0.17647058823529438,0.45833333333333326,0.28695906359095685,0.17935064056404748,0
0.2058823529411764,0.5,0.30706519684547706,0.17985505357106923,0
0.3529411764705883,0.625,0.40461024375653604,0.04166666666666667,0
0.17647058823529438,0.45833333333333326,0.28695906359095685,0.17935064056404748,0
0.02941176470588247,0.41666666666666674,0.17315716323343366,0.17665204916224386,0
0.23529411764705865,0.5833333333333333,0.3238535215787668,0.18031533498641128,0
0.3529411764705883,0.16666666666666663,0.4507273738940748,0.18295082929797601,1
0.3529411764705883,0.16666666666666663,0.4507273738940748,0.18295082929797601,1
0.4411764705882353,0.29166666666666674,0.5110457736576353,0.18446406831903017,1
0.5,0.29166666666666674,0.5578936572091371,0.1855611575164282,1
0.32352941176470607,0.41666666666666674,0.407396580990941,0.18213749514920918,1
0.5,0.5833333333333333,0.5647237060982044,0.6250000000000001,1
0.7058823529411764,0.45833333333333326,0.6271186440677966,-1.0025991038786368,1
0.588235294117647,0.12499999999999989,0.6414367166213113,0.187383317679231,1
0.38235294117647056,0.41666666666666674,0.4542444645424424,0.1832345843466041,1
0.3529411764705883,0.20833333333333326,0.4474095653728442,0.1829066977062963,1
0.911764705882353,0.33333333333333326,0.8644067796610169,-0.07164578077210182,2
1.0588235294117647,0.7499999999999998,0.9152542372881356,0.7916666666666667,2
0.6176470588235294,0.33333333333333326,0.6482716157909094,0.1877112043195348,2
0.588235294117647,0.33333333333333326,0.6248476740151585,0.1871626597208369,2
0.5294117647058822,0.25,0.5846354075061182,0.18615383370680183,2
0.9999999999999998,0.41666666666666674,0.8644067796610169,-1.0010059840947343,2
0.588235294117647,0.5833333333333333,0.6576638557934963,0.9583333333333334,2
0.6176470588235294,0.45833333333333326,0.7627118644067796,2.0073015821821096,2
0.5,0.41666666666666674,0.5479402316454457,0.18542876274139575,2
0.7647058823529413,0.45833333333333326,0.7457627118644068,0.04878572961930683,2
