Position,Oral,Written,Combine,Race_B,Race_H,Race_W,target
1.0,0.7457560975609757,0.5693505931830335,0.6418636402423413,0.0,1.0,0.0,1
1.0,0.6435121951219512,0.6326530612244898,0.63554910828569,0.0,0.0,1.0,1
1.0,0.6993170731707318,0.5714285714285714,0.6215547401655429,0.0,0.0,1.0,1
0.0,0.8107317073170731,0.48999874412389016,0.619080126290639,1.0,0.0,0.0,1
1.0,0.6341463414634146,0.5714285714285714,0.5930540148476832,0.0,0.0,1.0,1
1.0,0.5691707317073172,0.6122448979591837,0.5902380749210682,0.0,0.0,1.0,1
0.0,0.5412682926829268,0.5719922498323564,0.5524362146940865,1.0,0.0,0.0,1
1.0,0.8107317073170731,0.36734693877551017,0.5422817646556873,0.0,0.0,1.0,1
1.0,0.3090731707317075,0.7142857142857142,0.5397442023012913,0.0,0.0,1.0,1
0.0,0.5877073170731709,0.4897959183673468,0.5215462070142501,1.0,0.0,0.0,1
0.0,0.5227317073170733,0.20619993157388408,0.3139346360610974,1.0,0.0,0.0,0
1.0,0.31824390243902456,0.4211621577022986,0.36083704553283397,0.0,1.0,0.0,0
0.0,0.5785365853658538,0.08410913188123706,0.26154108712347457,1.0,0.0,0.0,0
1.0,0.03960975609756101,0.4285714285714286,0.24328410770392273,0.0,1.0,0.0,0
1.0,0.25326829268292694,0.24489795918367352,0.21990289675481267,0.0,0.0,1.0,0
0.0,0.3740487804878049,0.4573131416171828,0.40699776829207385,1.0,0.0,0.0,0
0.0,0.2718048780487806,0.061224489795918324,0.11291099268590193,1.0,0.0,0.0,0
1.0,0.9350243902439025,0.9183673469387754,0.9422305657479305,0.0,0.0,1.0,1
1.0,0.46341463414634154,0.5510204081632653,0.5047065531647179,0.0,0.0,1.0,0
1.0,0.5853658536585366,0.44897959183673475,0.4949227749808004,0.0,1.0,0.0,0
1.0,0.6423414634146342,0.40816326530612246,0.4942401228773784,0.0,0.0,1.0,0
1.0,0.34965853658536583,0.6122448979591837,0.4933362933739122,0.0,0.0,1.0,0
1.0,0.20331707317073178,0.693877551020408,0.48051526782283155,0.0,0.0,1.0,0
1.0,0.42282926829268297,0.5306122448979591,0.47558243823712915,0.0,1.0,0.0,0
