,Model,Dataset,Missing Rate,MAE_mean,MAE_std
0,gain,acute-inflammations,5,0.513,0.234
1,gain,acute-inflammations,20,0.616,0.114
2,gain,acute-inflammations,40,0.609,0.078
3,gain,autism-adolescent,5,0.602,0.151
4,gain,autism-adolescent,20,0.687,0.027
5,gain,autism-adolescent,40,0.61,0.046
6,gain,autism-adult,5,0.383,0.089
7,gain,autism-adult,20,0.493,0.037
8,gain,autism-adult,40,0.536,0.019
9,gain,autism-child,5,0.539,0.047
10,gain,autism-child,20,0.61,0.039
11,gain,autism-child,40,0.621,0.03
12,gain,bank-marketing,5,0.336,0.02
13,gain,bank-marketing,20,0.383,0.022
14,gain,bank-marketing,40,0.491,0.042
15,gain,bc-coimbra,5,0.367,0.075
16,gain,bc-coimbra,20,0.381,0.112
17,gain,bc-coimbra,40,0.528,0.086
18,gain,blood-transfusion,5,0.375,0.159
19,gain,blood-transfusion,20,0.46,0.141
20,gain,blood-transfusion,40,0.346,0.155
21,gain,contraceptive-methods,5,0.638,0.076
22,gain,contraceptive-methods,20,0.671,0.066
23,gain,contraceptive-methods,40,0.564,0.071
24,gain,diabetic,5,0.373,0.044
25,gain,diabetic,20,0.358,0.046
26,gain,diabetic,40,0.4,0.047
27,gain,echocardiogram,5,0.421,0.142
28,gain,echocardiogram,20,0.549,0.116
29,gain,echocardiogram,40,0.633,0.09
30,gain,fertility,5,0.443,0.124
31,gain,fertility,20,0.499,0.074
32,gain,fertility,40,0.553,0.055
33,gain,german-credit,5,0.251,0.021
34,gain,german-credit,20,0.33,0.019
35,gain,german-credit,40,0.428,0.031
36,gain,haberman,5,0.416,0.185
37,gain,haberman,20,0.515,0.282
38,gain,haberman,40,0.525,0.155
39,gain,hcv-egyptian,5,0.434,0.039
40,gain,hcv-egyptian,20,0.566,0.025
41,gain,hcv-egyptian,40,0.618,0.01
42,gain,heart-cleveland,5,0.375,0.064
43,gain,heart-cleveland,20,0.353,0.048
44,gain,heart-cleveland,40,0.428,0.01
45,gain,hepatitis,5,0.69,0.046
46,gain,hepatitis,20,0.673,0.098
47,gain,hepatitis,40,0.679,0.085
48,gain,iris,5,0.646,0.122
49,gain,iris,20,0.806,0.038
50,gain,iris,40,0.763,0.028
51,gain,liver,5,0.391,0.06
52,gain,liver,20,0.378,0.042
53,gain,liver,40,0.401,0.069
