sepal_length,sepal_width,petal_length, petal_width,target
0.31872746207970043,0.5299351982582057,-0.07830405727840026,-0.12978511333342233,0
0.12752539758391598,0.07661559724121761,0.05523361800861826,0.28480736343584556,0
0.3189251919745802,0.3044522392614561,0.06599618726040019,0.43165570350714216,0
0.43173946041555766,0.46249819346243604,0.05715445869248086,0.4591390453099724,0
0.4318004590455526,0.5933430088545685,-0.026437480002236845,0.1339973053588083,0
0.16783818622556163,0.39740227902977315,-0.11688507032754908,-0.3626282786647161,0
0.5039895136240077,0.5576599158787935,0.0553633242165498,0.4918001897373275,0
0.2291877529766744,0.40218463584048836,-0.06980925286247609,-0.14585204724538395,0
0.4478759968762781,0.5860663415310993,-0.008649495574309263,0.2120104428288404,0
0.34472992504696875,0.4407688726117081,-5.6619631091588e-05,0.18886200341795017,0
0.22766047986822843,0.32096246808574835,-0.01913649493252667,0.05042883045082176,1
0.38649771070676814,0.4929180122526428,0.0007386506999153715,0.21486500430266817,1
0.2855622065772046,0.33800561407126234,0.01728421956442356,0.223865266370785,1
0.16183579591140512,0.14683696988253173,0.03838237952417627,0.2380745741482795,1
0.27628612876620734,0.34865278166622543,0.002897964578357284,0.16281442267188936,1
0.28542662120458856,0.48627908907359557,-0.07760953028255835,-0.14534868963607023,1
0.35933423599977177,0.39482323076345055,0.041248041422901296,0.3575487730358348,1
0.35250348722187475,0.492722867707404,-0.026915600554325608,0.0886434977291331,1
0.18308701314326503,0.234627832905334,-0.00037159986197905374,0.09897657212103701,1
0.2781596111526641,0.40773557577790104,-0.033339416730745274,0.022877495060647023,1
0.5982811541607064,0.504696188652307,0.16627220204244209,0.9749575036384026,2
0.6098440606260078,0.5339098765915469,0.15704636120510343,0.9454108841804852,2
0.2415462694183371,0.40935598061195927,-0.06429450731284496,-0.11762094776189899,2
0.6187126679868704,0.5515915527537327,0.15299059623418373,0.9344982113364073,2
0.6422752813337579,0.5579014553494921,0.16821164466087074,1.0066325044076694,2
0.5725847105261422,0.4800160463479274,0.161050524048824,0.9405506744179699,2
0.3199181624357747,0.36654622874557696,0.027114390588765275,0.2809489638774807,2
0.5315628164373161,0.4710214325266122,0.13327849369595174,0.8100163692047895,2
0.4921651142957849,0.5421701309284178,0.055602556504146694,0.4862451999372537,2
0.32218848838592873,0.49883914661566814,-0.055597847276364305,-0.039558910427113236,2
