sepal_length,sepal_width,petal_length, petal_width,target
0.19084627679259603,0.344515959541885,-0.04179242925131402,0.3403184752032617,0
0.3720375207705744,0.12582168334050245,0.6245435771930941,0.2064148379254092,0
0.1400383537403263,0.26408137250256614,-0.04526301110753612,0.2591659339974165,0
0.040187051220158206,0.28016974933017924,-0.2773797096666341,0.2455141137252617,0
0.25739132862602165,0.325969850381651,0.12302097196010867,0.34286512961811255,0
0.31020854903974077,0.45087824544223226,0.07321296587685702,0.46180324665081274,0
0.18349111002637433,0.3019886332680825,-0.002344693240075575,0.30271063487680144,0
0.15067410602922077,0.3319405260896904,-0.1105372574367957,0.3188762990035274,0
0.10388431834586388,0.21913413360177056,-0.06362898766339124,0.21170896675024986,0
0.18310116082976322,0.21649087328078503,0.10742872843925018,0.23101386548708155,0
0.6323121441738897,0.5125049693238815,0.6751281710557407,0.6009010715882651,1
0.5865827350483037,0.5018241360424585,0.5921723058526793,0.5795357726872644,1
0.6370930370614404,0.5010580726571081,0.7000530169146273,0.5926147735146972,1
0.32397045771216104,0.13324497249995276,0.5132215524849918,0.199573883899038,1
0.5060970862393379,0.32504963421150834,0.6505216949150447,0.40965223468770234,1
0.4379579514482762,0.2782793566428923,0.566827206945464,0.3519804304255474,1
0.6081842651794365,0.5275837780726439,0.6045631063547399,0.6069731675823383,1
0.11091234690005548,0.13723694244392284,0.05718469299326303,0.14504209987015046,1
0.5252165123320388,0.3548604077773326,0.652419391114852,0.4398075803514028,1
0.1903109043212809,0.20992683335678156,0.13117710946283034,0.22747595252103472,1
0.7682079427321292,0.6551995307422978,0.7781228714190583,0.7572994890354942,2
0.44792033393308656,0.21287838688259758,0.6725112914988869,0.2999236171683942,2
0.7575180229161966,0.575346666769839,0.8587973740024409,0.6875315755707384,2
0.5337337109498492,0.273787249788354,0.7753184917404987,0.37423522427211997,2
0.7170963468376808,0.5621165361277061,0.7903714500002242,0.6654734192439,2
0.8323618426923342,0.5855359806508371,1.0040008859885101,0.7163938506049787,2
-0.021138841499845584,0.17102926548288788,-0.2659748647309373,0.1374678585541319,2
0.6715744923466652,0.3567063112728581,0.9597538565311666,0.48110944834322084,2
0.5496028255412466,0.23214447163365332,0.8627691408995516,0.34367662290177575,2
0.866588070848539,0.7589219531577721,0.8521408070289453,0.8708742696898083,2
