Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,target
0.7795699,0.25098813,0.28104585,0.24193545,0.61630434,0.5241379,0.51054853,0.8490566,0.47524756,0.3976109,0.21138214,0.8592593,0.56112695,0
0.502688,0.26482213,0.4496732,0.5752688,0.3228261,0.47241384,0.4472574,0.8113208,0.1419142,0.29010236,0.21951221,0.6666667,0.5504279,0
0.49193528,0.37944663,0.4379086,0.40322578,0.3336956,0.5241379,0.54852325,0.88679254,0.6468647,0.40102386,0.20325206,0.5814815,0.646719,0
0.8172043,0.29841897,0.32679743,0.3064515,0.46413046,0.88620687,0.60126585,0.77358496,0.43894392,0.58191127,0.4504065,0.68518525,0.8571326,0
0.51344067,0.3063241,0.5686274,0.5,0.52500004,0.7310344,0.5590717,0.41886792,0.5181518,0.2337884,0.6991869,0.71481484,0.32574895,0
0.7715054,0.26086956,0.29411775,0.40537634,0.45326084,0.68620694,0.5801688,0.9622642,0.369637,0.49232084,0.21951221,0.46296293,0.83573467,0
0.82258064,0.28260872,0.29411775,0.427957,0.27934784,0.42068964,0.39662448,0.88679254,0.37293732,0.3643345,0.19512199,0.7333333,0.721612,0
0.73387104,0.33794466,0.3986928,0.34946233,0.55108696,0.45517242,0.39451477,0.9056604,0.13201319,0.34726962,0.22764228,0.7333333,0.7251783,0
0.9408601,0.23715416,0.39215687,0.51827955,0.29021734,0.5241379,0.49367088,0.86792445,0.37293732,0.36006826,0.24390249,0.46296293,0.5468616,0
0.68010765,0.17984188,0.45359477,0.2634408,0.30108696,0.5862069,0.5295359,0.735849,0.330033,0.5324232,0.18699186,0.72222227,0.5468616,0
0.7446237,0.33992097,0.19607848,0.3709677,0.37717384,0.5758621,0.56540084,0.735849,0.5049506,0.4069966,0.3821138,0.5814815,0.8785307,0
0.75000006,0.2055336,0.20915037,0.3064515,0.2684782,0.31724143,0.37763715,0.8113208,0.23762377,0.34300342,0.31707317,0.45185184,0.7144793,0
0.4408603,0.61857706,0.41568628,0.48924732,0.1989131,0.24137932,0.24767932,0.8490566,0.35049504,0.5856655,0.21951221,0.081481464,0.17282452,1
0.4360215,0.4909091,0.18300658,0.44623655,0.3336956,0.47241378,0.221519,0.37735856,0.052805275,0.40802047,0.8699187,0.24814816,0.28651926,1
0.51344067,0.18181816,0.40522867,0.27419353,0.3293479,0.25517243,0.16244726,1.3207546,0.42178217,0.4069966,0.16260163,0.7266667,0.34507847,1
0.7903226,0.16007903,0.33986932,0.3387097,0.2641304,0.2827586,0.24261603,0.92452836,0.32673267,0.24061432,0.36585367,0.31851852,0.25128385,1
0.4408603,0.13636363,0.49673206,0.3924731,0.3173913,0.76551723,0.51898736,0.6792453,0.33663368,0.29607508,0.3577236,0.47037035,0.25164053,1
0.3870969,0.19960475,0.73856205,0.3924731,0.37282616,0.21034485,0.23417723,1.1698114,0.059405953,0.36996588,0.5447155,0.23333336,0.22853068,1
0.54247314,0.50671935,0.3660131,0.34408605,0.30108696,0.6,0.5506329,0.53207546,0.6039604,0.2576792,0.82113826,0.48148143,0.2850927,1
0.6397849,0.11264822,0.19607848,0.5204301,0.45434782,0.5862069,0.535865,0.8113208,0.4719472,0.36860067,0.2764228,0.5851852,0.60770327,1
0.4408603,0.14426878,0.33986932,0.42473125,0.34565216,0.2862069,0.28691983,0.83018863,0.06270628,0.31569967,0.2764228,0.6962963,0.2342368,1
0.5403226,0.52252966,0.23529404,0.28494626,0.43804353,0.637931,0.26582277,0.46792454,0.056105614,0.4179181,0.6829268,0.34444445,0.33644792,1
0.48494625,0.4229249,0.34117648,0.27419353,0.88369566,0.40344828,0.26160336,0.5169811,0.7425743,0.31740612,0.8943089,0.7666666,0.3136234,1
0.5209677,0.23122528,0.52941173,0.49999988,0.35543472,0.5386207,0.42616034,1.018868,0.20132016,0.5109215,0.10243903,0.58592594,0.42203996,1
0.8413978,0.21146244,0.8300654,0.7150538,0.45434782,0.5758621,0.4683544,0.7169811,0.33663368,0.20477816,0.47154468,0.5777778,0.428816,1
0.74193555,0.24110672,0.54901963,0.6612904,0.41304347,0.36,0.25316456,0.83018863,0.059405953,0.23549488,0.16260163,0.43703705,0.22895864,1
0.41129044,0.46482214,0.20915037,0.3387097,0.5684783,0.2862069,0.25527427,0.64528304,0.22772278,0.21501705,0.47154468,0.1074074,0.25085592,2
0.5779572,0.50395256,0.6535948,0.4462366,0.37282616,0.30551726,0.12236287,0.77358496,0.30429044,0.37713307,0.37723577,0.3325926,0.1799572,2
0.5591398,0.3695652,0.6535948,0.6612904,0.30760878,0.36068967,0.3607595,0.83018863,0.30627063,0.40273035,0.41463414,0.3674074,0.2013552,2
0.5295699,0.6146245,0.6274509,0.5268817,0.39456528,0.31241378,0.11814347,0.6415094,0.28646865,0.34300342,0.2910569,0.29333332,0.22988586,2
0.60215056,0.5770751,0.4013072,0.31182796,0.4021739,0.45517242,0.11392406,0.58113205,0.330033,0.33020478,0.4634146,0.18888886,0.26512125,2
0.54247314,0.28063244,0.44183007,0.3655914,0.2576087,0.32413793,0.13080168,0.37735856,0.22772278,0.47098976,0.44715446,0.2148148,0.29721826,2
0.6016129,0.72727275,0.35294122,0.5,0.20326084,0.24137926,0.19324894,0.69433963,0.18151815,0.5232082,0.4634146,0.09999997,0.31504992,2
0.483871,1.0019764,0.8104575,0.7150538,0.28586966,0.5586207,0.43037975,1.509434,0.08250825,0.34300342,0.4292683,0.62814814,0.16925819,2
0.74193555,0.6225296,0.51633984,0.41935492,0.47826087,0.58896554,0.4379747,1.4150944,0.009900988,0.40273035,0.43252033,0.7051852,0.21562053,2
0.56720454,0.4980237,0.7908496,0.6612904,0.3402174,0.3586207,0.27468354,1.3207546,0.32343236,0.33617744,0.43577236,0.20370378,0.22275321,2
