Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,target
0.5710525,0.27075097,0.50802135,0.49999997,0.2424657,0.4310345,0.4156118,0.8490566,0.29968452,0.27021277,0.23931625,0.8241759,0.40420827,0
0.45263165,0.31818178,0.8342246,0.7577319,0.62602735,0.46551728,0.43037975,1.2075472,0.38170344,0.27659574,0.2478632,0.5970697,0.39350924,0
0.5421054,0.26284584,0.51336896,0.43195876,0.20136985,0.5413793,0.4852321,0.9622642,0.2334385,0.40638298,0.41196582,0.6043957,0.6538516,0
0.5184211,0.2529644,0.57754016,0.61649483,0.21506843,0.38620692,0.32700425,0.83018863,0.37413248,0.31595746,0.15384617,0.43956044,0.71804565,0
0.668421,0.28853756,0.6096257,0.46907207,0.39315066,0.5758621,0.49156117,1.018868,0.33123028,0.3744681,0.35042736,0.67032975,0.45413694,0
0.70789474,0.24505928,0.6149732,0.5278351,0.2424657,0.47241384,0.35654008,0.8113208,0.40063095,0.39574468,0.17094019,0.73992676,0.53972894,0
0.6315791,0.20948616,0.5561497,0.62886596,0.31095883,0.59310347,0.5506329,0.86792445,0.5268139,0.50212765,0.2991453,0.41758242,0.71804565,0
0.5921051,0.24110672,0.5625668,0.45360824,0.37945196,0.5448276,0.5379747,0.735849,0.39116722,0.6297872,0.21367523,0.47985354,0.88209695,0
0.618421,0.27470356,0.3743315,0.53814435,0.3520548,0.39310348,0.43248945,1.1132076,0.39747638,0.3042553,0.33333334,0.47619048,0.50763196,0
0.6394736,0.215415,0.5561497,0.4742268,0.73561645,0.5758621,0.443038,1.264151,0.45299685,0.47021276,0.35042736,0.52380955,0.6823823,0
0.57368416,0.2687747,0.5294118,0.44845358,0.4342465,0.3689655,0.39873418,0.86792445,0.26182964,0.3425532,0.22222224,0.47619048,0.58252496,0
0.56578964,0.27075097,0.40106955,0.52577317,0.29726025,0.4896552,0.49367088,0.8113208,0.362776,0.43829787,0.17094019,0.6959707,0.45770326,0
0.44210526,0.243083,0.83422446,0.80927837,0.14109597,0.22068965,0.20464134,1.0754716,0.37791798,0.17234042,0.4444444,0.6007326,0.20278172,1
0.56421053,0.4640316,0.4278076,0.55154645,0.27671233,0.43793106,0.34810126,0.43773586,0.39116716,0.6242553,0.6495726,0.6520147,0.28651926,1
0.5973684,0.52332014,0.5775401,0.65463924,0.29589042,0.5241379,0.32700422,0.46415094,0.4006309,0.65659577,0.7094017,0.82051283,0.24728958,1
0.35526317,0.27470356,0.67379665,0.42268035,0.3890411,0.31724137,0.1814346,1.3018868,0.2933754,0.44212765,0.20512822,0.25641027,0.14429386,1
0.33421057,0.21146244,0.72727275,0.6030928,0.36438355,0.37655172,0.25105485,1.264151,0.29022083,0.2787234,0.1794872,0.39560446,0.26048502,1
0.51578945,0.215415,0.64171124,0.5360825,0.3780822,0.4696552,0.1729958,1.4150944,0.28706625,0.22021276,0.36068377,0.6688645,0.15499286,1
0.41052645,0.472332,0.6203208,0.39690718,0.14109597,0.40344828,0.33966246,0.7924528,0.40378553,0.52872336,0.26495728,0.6336997,0.2104137,1
0.41947368,0.3063241,0.65240633,0.39690718,0.27808222,0.6,0.34177217,0.6415094,0.43343848,0.24148935,0.2735043,0.5091576,0.2302425,1
0.30000013,0.21343872,0.6096257,0.44845358,1.1465752,0.42068964,0.34388188,0.92452836,0.81072557,0.43510637,0.2735043,0.38827845,0.4698288,1
0.4763158,0.21343875,0.57754016,0.54639184,0.77123296,0.31724137,0.20042193,0.69433963,0.4574132,0.55638295,0.60683763,0.47252747,0.24728958,1
0.41052645,0.4632411,0.49197856,0.63917524,0.33972603,0.43793106,0.39240506,0.86792445,0.33438486,0.20425534,0.33333334,0.42857143,0.22439373,1
0.55421054,0.41857708,0.55508024,0.5103093,0.14109597,0.9793103,0.7827005,0.45660377,0.58044165,0.31063828,0.68376064,0.6593407,0.27225393,1
0.41052645,0.5395257,0.6149732,0.39690718,0.2630137,0.5413793,0.4957806,1.1698114,0.66246057,0.38510638,0.4957265,0.46153846,0.32453638,1
0.50526315,0.2055336,0.51336896,0.5443299,0.26438364,0.5344827,0.4493671,0.42264152,0.40694004,0.18297872,0.8803419,0.7289378,0.30791727,1
0.72894734,0.52964425,0.83422446,0.7061856,0.620548,0.31724137,0.19620252,0.735849,0.31861198,0.81063825,0.36581197,0.41538462,0.15855919,2
0.5421054,0.44071144,0.7593583,0.6030928,0.46986303,0.48413792,0.34683543,0.77358496,0.46940064,1.0446808,0.3982906,0.5875458,0.14429386,2
0.6263158,0.28853756,0.90374327,0.7835052,0.5246576,0.31724143,0.32953587,0.8113208,0.2681388,0.65106386,0.37094018,0.4080586,0.29101285,2
0.5000002,0.4466403,0.52513367,0.39175263,0.27808222,0.38620687,0.16666667,0.33962268,0.55520505,0.9510638,0.2735043,0.19780216,0.28295293,2
0.32894725,0.53873515,0.57967913,0.4690722,0.34657535,0.27586204,0.14978904,0.18867926,0.40694004,0.64042556,0.2905983,0.21245417,0.25798857,2
0.48421043,0.82015806,0.63850266,0.572165,0.2095891,0.3655172,0.32489452,0.33962268,0.45425862,0.6723404,0.30769226,0.56337,0.31861624,2
0.81842107,0.72727275,0.7058823,0.4742268,0.15479454,0.4751724,0.542616,1.226415,0.2681388,0.8542554,0.2820513,0.63809526,0.39372325,2
0.2947368,0.5118577,0.5240642,0.8298969,0.25616428,0.46,0.32742617,0.37735856,0.36151418,0.6297872,0.43931624,0.5728938,0.4291726,2
0.79210514,0.5110672,0.5561497,0.72680414,0.27808222,0.7310344,0.26793247,0.47924528,0.81703466,1.2148936,0.2820513,0.36263737,0.27225393,2
0.56578964,0.3229249,0.5240642,0.5979382,0.15479454,0.6620689,0.2236287,0.49811321,0.6876971,1.0819148,0.2820513,0.29670325,0.24372326,2
