Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,target
0.5710525,0.27075097,0.59679145,0.49999997,0.2424657,0.4310345,0.4156118,0.8490566,0.29968452,0.47234043,0.23931625,0.8241759,0.40420827,0
0.45263165,0.31818178,0.8342246,0.7577319,0.62602735,0.46551728,0.43037975,1.2075472,0.38170344,0.45297873,0.2478632,0.5970697,0.39350924,0
0.5421054,0.26284584,0.6213904,0.49587628,0.28767124,0.5413793,0.4852321,0.9622642,0.43533123,0.40638298,0.48376068,0.6043957,0.6538516,0
0.5184211,0.2529644,0.57754016,0.68041235,0.21506843,0.38620692,0.32700425,0.83018863,0.43974763,0.31595746,0.44444445,0.43956044,0.71804565,0
0.668421,0.28853756,0.6096257,0.46907207,0.39315066,0.5758621,0.49156117,1.018868,0.33123028,0.3744681,0.35042736,0.67032975,0.45413694,0
0.70789474,0.24505928,0.6149732,0.5917526,0.2424657,0.47241384,0.35654008,0.8113208,0.40063095,0.39574468,0.50598294,0.73992676,0.53972894,0
0.6315791,0.5411067,0.5561497,0.62886596,0.31095883,0.59310347,0.5506329,0.86792445,0.5268139,0.50212765,0.2991453,0.41758242,0.71804565,0
0.5921051,0.24110672,0.6631016,0.45360824,0.37945196,0.5448276,0.5379747,0.4528302,0.39116722,0.6297872,0.5538462,0.47985354,0.88209695,0
0.618421,0.27470356,0.6042781,0.6494845,0.3520548,0.39310348,0.43248945,1.1132076,0.39747638,0.3042553,0.33333334,0.47619048,0.50763196,0
0.6394736,0.45217392,0.5561497,0.4742268,0.73561645,0.5758621,0.443038,1.264151,0.4340694,0.47021276,0.35042736,0.52380955,0.6823823,0
0.57368416,0.2687747,0.5294118,0.53608245,0.4342465,0.4889655,0.39873418,0.86792445,0.44605678,0.3425532,0.43247864,0.47619048,0.58252496,0
0.56578964,0.27075097,0.5871658,0.52577317,0.29726025,0.4896552,0.49367088,0.8113208,0.362776,0.43829787,0.4940171,0.6959707,0.45770326,0
0.6526316,0.243083,0.83422446,0.80927837,0.3561644,0.5965517,0.5151899,1.0754716,0.51735014,0.43148935,0.4444444,0.6007326,0.5613409,1
0.51736844,0.57114625,0.571123,0.55154645,0.41917807,0.43793106,0.34810126,0.7056604,0.39116716,0.672766,0.6495726,0.6520147,0.28651926,1
0.60052633,0.46442688,0.59358287,0.65463924,0.33424658,0.5241379,0.32700422,0.71320754,0.4006309,0.54787236,0.7094017,0.82051283,0.29243937,1
0.66157895,0.27470356,0.67379665,0.63505155,0.44383562,0.63793105,0.5405063,1.3018868,0.5123028,0.53,0.574359,0.756044,0.60556346,1
0.60421056,0.4347826,0.72727275,0.6030928,0.29041097,0.5944828,0.40970466,1.264151,0.46876973,0.2787234,0.4068376,0.6864469,0.4844508,1
0.51578945,0.27667984,0.64171124,0.5360825,0.29863015,0.57931036,0.3957806,1.4150944,0.40252367,0.42808512,0.41880342,0.62124544,0.52154064,1
0.52842104,0.472332,0.6203208,0.556701,0.33972603,0.40344828,0.33966246,0.7924528,0.40378553,0.42510638,0.26495728,0.6336997,0.28245363,1
0.62210524,0.3063241,0.65240633,0.5350515,0.27808222,0.6,0.34177217,0.6264151,0.3835962,0.7374468,0.2735043,0.5091576,0.31169757,1
0.6436842,0.52687746,0.6096257,0.5371134,1.1465752,0.42068964,0.34388188,0.92452836,0.81072557,0.5144681,0.2735043,0.62564105,0.4698288,1
0.6657895,0.58458495,0.57754016,0.54639184,0.77123296,0.54068965,0.4379747,0.63773584,0.4574132,0.6908511,0.60683763,0.47252747,0.24728958,1
0.6073684,0.52371544,0.6695187,0.6597938,0.35342467,0.43793106,0.39240506,0.86792445,0.33438486,0.51765954,0.33333334,0.42857143,0.37803137,1
0.57894737,0.6162055,0.6245989,0.556701,0.49863014,0.9793103,0.7827005,0.64528304,0.58044165,0.31063828,0.68376064,0.6593407,0.27225393,1
0.41052645,0.5395257,0.6149732,0.49484536,0.41643837,0.5413793,0.4957806,1.1698114,0.66246057,0.5055319,0.4957265,0.46153846,0.34165478,1
0.56631577,0.48735178,0.62032086,0.6185567,0.26438364,0.5344827,0.4493671,0.76981133,0.40694004,0.5534043,0.8803419,0.7289378,0.30791727,1
0.72894734,0.52964425,0.83422446,0.7061856,0.620548,0.5965517,0.42658228,0.509434,0.4164038,0.81063825,0.6051282,0.5728938,0.30955777,2
0.5421054,0.44071144,0.7593583,0.6030928,0.46986303,0.5227586,0.4021097,0.77358496,0.49148265,1.0446808,0.47863248,0.63516486,0.31783167,2
0.6263158,0.28853756,0.90374327,0.7835052,0.5246576,0.5986207,0.5751055,0.8113208,0.50347,0.65106386,0.3794872,0.6879121,0.43509272,2
0.5000002,0.4466403,0.61390376,0.5051546,0.27808222,0.51862067,0.4164557,0.48301888,0.55520505,0.9510638,0.2735043,0.7018315,0.28295293,2
0.6105263,0.42885375,0.5860962,0.4690722,0.34657535,0.5482759,0.4721519,0.61886793,0.40694004,0.64042556,0.2905983,0.6864469,0.25798857,2
0.48421043,0.82015806,0.57967913,0.572165,0.4219178,0.58,0.44810125,0.6,0.45425862,0.6723404,0.30769226,0.63809526,0.31861624,2
0.81842107,0.72727275,0.7058823,0.4742268,0.38356164,0.62206894,0.43924052,1.226415,0.46687698,0.8542554,0.44786325,0.7010989,0.38459343,2
0.6521053,0.5118577,0.6117647,0.8298969,0.25616428,0.5696552,0.49746835,0.6679245,0.42460567,0.6297872,0.46495727,0.73333335,0.4291726,2
0.79210514,0.51778656,0.5561497,0.72680414,0.27808222,0.7310344,0.26793247,0.61509436,0.81703466,1.2148936,0.2820513,0.60805863,0.27225393,2
0.56578964,0.47233203,0.5240642,0.5979382,0.4219178,0.6620689,0.44936708,0.509434,0.6876971,1.0819148,0.2820513,0.6710623,0.3388017,2
