Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,target
0.7795699,0.25098813,0.28104585,0.24193545,0.61630434,0.5241379,0.51054853,0.8490566,0.47524756,0.3976109,0.21138214,0.8592593,0.56112695,0
0.502688,0.26482213,0.091503315,0.516129,0.3228261,0.47241384,0.4472574,0.8113208,0.1419142,0.29010236,0.21951221,0.6666667,0.5504279,0
0.49193528,0.37944663,0.4379086,0.40322578,0.3336956,0.5241379,0.54852325,0.88679254,0.6468647,0.40102386,0.20325206,0.5814815,0.646719,0
0.8172043,0.29841897,0.32679743,0.3064515,0.46413046,0.88620687,0.60126585,0.77358496,0.43894392,0.58191127,0.06504066,0.68518525,0.8571326,0
0.51344067,0.3063241,0.5686274,0.5,0.52500004,0.7310344,0.5590717,0.018867929,0.5181518,0.2337884,0.6991869,0.71481484,0.32574895,0
0.7715054,0.26086956,0.29411775,0.22043009,0.45326084,0.68620694,0.5801688,0.9622642,0.369637,0.49232084,0.21951221,0.46296293,0.83573467,0
0.82258064,0.28260872,0.29411775,0.188172,0.27934784,0.42068964,0.39662448,0.88679254,0.37293732,0.3643345,0.19512199,0.7333333,0.721612,0
0.73387104,0.33794466,0.3986928,0.34946233,0.55108696,0.45517242,0.39451477,0.9056604,0.13201319,0.34726962,0.22764228,0.7333333,0.7251783,0
0.9408601,0.23715416,0.111111216,0.15591396,0.29021734,0.5241379,0.49367088,0.86792445,0.37293732,0.36006826,0.24390249,0.46296293,0.5468616,0
0.68010765,0.17984188,0.17647058,0.2634408,0.30108696,0.5862069,0.5295359,0.735849,0.330033,0.5324232,0.18699186,0.72222227,0.5468616,0
0.7446237,0.33992097,0.19607848,0.3709677,0.37717384,0.5758621,0.56540084,0.735849,0.5049506,0.4069966,0.3821138,0.5814815,0.8785307,0
0.75000006,0.2055336,0.20915037,0.3064515,0.2684782,0.31724143,0.37763715,0.8113208,0.23762377,0.34300342,0.31707317,0.45185184,0.7144793,0
0.4408603,0.098814234,-0.026143856,0.4752688,0.1989131,0.24137932,0.20464136,0.8490566,0.28844884,0.3387372,0.21951221,0.081481464,0.17282452,1
0.26881722,0.1889328,0.18300658,0.23118277,0.3336956,0.47241378,0.221519,0.37735856,0.052805275,0.14419794,0.8699187,0.24814816,0.28651926,1
0.51344067,0.18181816,0.40522867,0.27419353,0.3293479,0.25517243,0.16244726,1.3207546,0.31155115,0.4069966,0.16260163,-0.0037037323,0.12289585,1
0.6290322,0.041501973,0.2640523,0.3387097,0.2576087,0.48965514,0.3691983,0.2754717,0.15841584,0.1894198,0.85365856,0.54074067,0.25085592,1
0.4408603,0.13636363,0.49673206,0.3924731,0.18804353,0.76551723,0.51898736,0.6792453,0.33663368,0.29607508,0.3577236,0.47037035,0.101497844,1
0.3870969,0.19960475,0.73856205,0.3924731,0.37282616,0.21034485,0.23417723,1.1698114,0.059405953,0.16808873,0.5447155,0.23333336,0.2149786,1
0.2795699,0.033596847,0.3660131,0.34408605,0.30108696,0.6,0.5506329,0.018867929,0.6039604,0.2576792,0.82113826,0.48148143,0.2850927,1
0.6397849,0.11264822,0.19607848,0.17741932,0.37173912,0.5862069,0.535865,0.8113208,0.4719472,0.36860067,0.2764228,0.5851852,0.15998574,1
0.4408603,0.14426878,0.33986932,0.42473125,0.16956522,0.2862069,0.28691983,0.83018863,0.06270628,0.31569967,0.2764228,0.6962963,0.16569187,1
0.5403226,0.20711462,0.23529404,0.28494626,0.43804353,0.637931,0.26582277,0.22641508,0.056105614,0.13566554,0.6829268,0.34444445,0.33644792,1
0.51182795,0.029644284,0.3281046,0.27419353,0.88369566,0.40344828,0.26160336,0.018867929,0.7425743,0.2542662,0.8943089,0.7666666,0.3136234,1
0.25806454,0.23122528,0.52941173,0.49999988,0.35543472,0.22551724,0.08016878,1.018868,0.20132016,0.17662114,0.10243903,0.081481464,0.42203996,1
0.8413978,0.21146244,0.8300654,0.7150538,0.17717397,0.5758621,0.4683544,0.7169811,0.33663368,0.20477816,0.47154468,0.5777778,0.4299572,1
0.74193555,0.24110672,0.54901963,0.6612904,0.18804353,0.20689654,0.25316456,0.83018863,0.059405953,0.23549488,0.16260163,0.43703705,0.13858773,1
0.41129044,0.061264817,0.20915037,0.3387097,0.5684783,0.2862069,0.25527427,0.6603774,0.22772278,0.21501705,0.47154468,0.1074074,0.25085592,2
0.5779572,0.50395256,0.6535948,0.4462366,0.37282616,0.0068965578,0.12236287,0.77358496,-0.0066006626,0.37713307,0.28780487,-0.066666655,0.1799572,2
0.5591398,0.3695652,0.6535948,0.6612904,0.30760878,0.2462069,0.09493671,0.83018863,-0.0066006626,0.40273035,0.28617886,0.2614815,0.2013552,2
